Date,801010.SL,801030.SL,801040.SL,801050.SL,801080.SL,801110.SL,801120.SL,801130.SL,801140.SL,801150.SL,801160.SL,801170.SL,801180.SL,801200.SL,801210.SL,801230.SL,801710.SL,801720.SL,801730.SL,801740.SL,801750.SL,801760.SL,801770.SL,801780.SL,801790.SL,801880.SL,801890.SL,801950.SL,801960.SL,801970.SL,801980.SL
2012/9/14,1665.35 ,1721.03 ,1816.28 ,3520.96 ,1302.15 ,1932.89 ,5709.79 ,1609.46 ,1320.71 ,3762.51 ,1576.91 ,1447.97 ,2338.94 ,2815.35 ,2636.51 ,1468.60 ,3100.34 ,1563.68 ,2667.73 ,765.25 ,1561.72 ,443.27 ,1153.75 ,1855.12 ,1018.20 ,2195.59 ,856.91 ,2831.57 ,1811.25 ,1470.36 ,3478.89 
2012/9/17,1618.77 ,1675.68 ,1764.78 ,3447.28 ,1266.80 ,1893.65 ,5585.32 ,1556.29 ,1285.72 ,3680.33 ,1540.78 ,1407.72 ,2248.93 ,2735.94 ,2584.18 ,1419.46 ,2991.72 ,1516.65 ,2582.86 ,750.74 ,1516.35 ,433.13 ,1117.00 ,1831.01 ,982.45 ,2135.69 ,822.96 ,2736.70 ,1767.66 ,1424.11 ,3439.71 
2012/9/18,1612.12 ,1665.01 ,1741.96 ,3363.83 ,1273.27 ,1886.75 ,5543.58 ,1549.14 ,1284.69 ,3683.09 ,1533.74 ,1396.67 ,2243.49 ,2720.22 ,2604.76 ,1415.59 ,2975.97 ,1509.81 ,2571.72 ,729.60 ,1517.39 ,432.01 ,1105.86 ,1810.57 ,977.18 ,2118.35 ,820.10 ,2677.09 ,1754.96 ,1421.16 ,3438.43 
2012/9/19,1623.97 ,1673.41 ,1749.06 ,3479.05 ,1286.11 ,1914.84 ,5469.57 ,1551.42 ,1298.83 ,3712.71 ,1539.73 ,1402.68 ,2253.63 ,2750.92 ,2641.32 ,1428.23 ,3003.32 ,1513.44 ,2594.84 ,731.20 ,1540.12 ,435.36 ,1125.72 ,1805.35 ,986.72 ,2137.74 ,824.76 ,2705.70 ,1760.20 ,1429.36 ,3462.56 
2012/9/20,1581.67 ,1622.74 ,1708.05 ,3352.22 ,1232.08 ,1872.00 ,5355.76 ,1505.34 ,1255.40 ,3609.73 ,1496.58 ,1374.77 ,2192.32 ,2691.39 ,2580.96 ,1382.54 ,2914.96 ,1477.76 ,2513.35 ,722.35 ,1497.10 ,423.00 ,1089.44 ,1782.05 ,967.32 ,2073.22 ,797.03 ,2609.18 ,1719.54 ,1383.70 ,3382.38 
2012/9/21,1568.20 ,1615.93 ,1711.60 ,3409.92 ,1213.91 ,1860.79 ,5363.69 ,1501.41 ,1250.05 ,3573.83 ,1499.70 ,1379.96 ,2194.97 ,2677.94 ,2516.95 ,1386.93 ,2898.44 ,1475.14 ,2508.44 ,685.85 ,1468.67 ,421.04 ,1078.27 ,1778.16 ,967.17 ,2068.53 ,790.22 ,2641.20 ,1720.14 ,1375.71 ,3331.75 
2012/9/24,1573.03 ,1626.82 ,1704.03 ,3428.13 ,1225.40 ,1863.38 ,5406.54 ,1505.84 ,1250.08 ,3595.49 ,1499.68 ,1375.30 ,2214.72 ,2701.64 ,2522.04 ,1393.38 ,2977.13 ,1490.77 ,2519.38 ,690.29 ,1478.11 ,428.60 ,1090.16 ,1777.97 ,981.81 ,2076.46 ,801.28 ,2703.47 ,1732.05 ,1384.63 ,3310.57 
2012/9/25,1569.11 ,1617.60 ,1709.97 ,3356.23 ,1208.78 ,1856.52 ,5463.89 ,1490.89 ,1235.87 ,3581.37 ,1492.94 ,1366.59 ,2214.30 ,2682.63 ,2530.33 ,1377.92 ,2974.25 ,1483.50 ,2492.39 ,688.13 ,1460.32 ,422.02 ,1077.97 ,1770.07 ,987.66 ,2068.37 ,794.73 ,2686.42 ,1729.50 ,1374.07 ,3273.87 
2012/9/26,1527.01 ,1582.32 ,1679.82 ,3272.09 ,1175.41 ,1836.86 ,5379.02 ,1456.09 ,1207.28 ,3519.28 ,1468.09 ,1349.10 ,2177.20 ,2626.79 ,2462.76 ,1347.11 ,2927.82 ,1459.07 ,2438.60 ,664.94 ,1422.35 ,412.37 ,1068.43 ,1760.83 ,979.30 ,2027.48 ,776.41 ,2664.58 ,1700.97 ,1337.04 ,3186.80 
2012/9/27,1556.87 ,1623.52 ,1715.80 ,3371.90 ,1204.33 ,1879.89 ,5508.05 ,1484.17 ,1232.02 ,3585.53 ,1497.90 ,1380.74 ,2239.53 ,2679.12 ,2497.84 ,1375.18 ,3011.19 ,1495.78 ,2490.38 ,676.41 ,1451.64 ,420.50 ,1097.32 ,1807.23 ,1024.75 ,2079.44 ,797.53 ,2787.91 ,1735.95 ,1364.59 ,3255.86 
2012/9/28,1586.77 ,1654.70 ,1736.70 ,3471.26 ,1226.28 ,1912.89 ,5633.85 ,1506.14 ,1252.36 ,3636.99 ,1524.09 ,1397.71 ,2295.90 ,2751.89 ,2530.95 ,1392.94 ,3065.23 ,1529.65 ,2539.97 ,686.21 ,1474.32 ,425.49 ,1118.02 ,1822.24 ,1039.62 ,2127.27 ,814.55 ,2835.32 ,1756.70 ,1387.06 ,3320.11 
2012/10/8,1591.10 ,1662.95 ,1726.56 ,3411.39 ,1225.77 ,1901.86 ,5544.63 ,1506.09 ,1247.61 ,3635.38 ,1520.74 ,1394.36 ,2260.47 ,2726.05 ,2532.80 ,1396.11 ,3034.78 ,1522.17 ,2537.43 ,693.23 ,1472.72 ,417.97 ,1115.80 ,1814.45 ,1025.61 ,2123.59 ,810.57 ,2781.39 ,1775.40 ,1388.12 ,3380.20 
2012/10/9,1628.80 ,1702.63 ,1763.10 ,3478.76 ,1263.33 ,1952.99 ,5654.05 ,1544.55 ,1275.56 ,3737.20 ,1553.28 ,1423.81 ,2317.86 ,2793.70 ,2566.53 ,1427.80 ,3124.77 ,1564.63 ,2600.24 ,706.36 ,1515.52 ,430.51 ,1134.07 ,1845.77 ,1055.09 ,2173.25 ,836.60 ,2843.90 ,1813.20 ,1426.72 ,3399.33 
2012/10/10,1646.68 ,1716.94 ,1794.38 ,3490.91 ,1285.58 ,1968.51 ,5670.98 ,1568.56 ,1291.20 ,3766.00 ,1556.23 ,1434.55 ,2335.56 ,2813.38 ,2585.72 ,1442.63 ,3134.07 ,1565.22 ,2617.64 ,711.63 ,1531.66 ,435.66 ,1144.82 ,1840.73 ,1052.57 ,2205.00 ,844.14 ,2856.56 ,1835.68 ,1434.85 ,3349.37 
2012/10/11,1616.24 ,1704.90 ,1765.75 ,3458.29 ,1257.15 ,1949.07 ,5624.81 ,1545.56 ,1279.44 ,3733.78 ,1540.87 ,1416.04 ,2305.06 ,2772.59 ,2534.88 ,1421.74 ,3088.52 ,1547.15 ,2575.45 ,690.20 ,1510.78 ,430.89 ,1117.97 ,1841.09 ,1035.38 ,2167.48 ,829.94 ,2802.87 ,1832.34 ,1409.03 ,3389.02 
2012/10/12,1610.97 ,1716.00 ,1759.07 ,3426.47 ,1250.72 ,1951.31 ,5618.58 ,1542.85 ,1278.85 ,3723.41 ,1538.64 ,1417.14 ,2308.48 ,2761.20 ,2514.12 ,1427.17 ,3068.66 ,1538.65 ,2568.95 ,688.77 ,1501.51 ,432.64 ,1109.31 ,1855.46 ,1034.54 ,2167.63 ,827.65 ,2824.85 ,1849.71 ,1403.59 ,3352.35 
2012/10/15,1588.95 ,1701.08 ,1744.48 ,3349.52 ,1244.01 ,1955.07 ,5692.10 ,1526.04 ,1268.02 ,3763.57 ,1536.72 ,1409.15 ,2295.01 ,2747.46 ,2508.25 ,1415.18 ,3054.45 ,1524.80 ,2549.66 ,682.52 ,1481.16 ,427.35 ,1079.57 ,1849.47 ,1039.41 ,2147.74 ,817.94 ,2786.43 ,1831.39 ,1394.34 ,3363.34 
2012/10/16,1599.09 ,1702.88 ,1738.33 ,3340.24 ,1245.59 ,1952.50 ,5787.58 ,1534.34 ,1267.69 ,3800.28 ,1533.49 ,1411.52 ,2299.21 ,2751.50 ,2512.66 ,1405.89 ,3051.77 ,1530.92 ,2560.01 ,690.94 ,1482.90 ,430.34 ,1070.54 ,1858.77 ,1035.16 ,2141.86 ,818.85 ,2784.13 ,1836.61 ,1401.97 ,3477.01 
2012/10/17,1604.71 ,1716.41 ,1741.27 ,3366.28 ,1248.16 ,1943.18 ,5780.69 ,1543.67 ,1271.04 ,3794.45 ,1534.95 ,1414.65 ,2293.66 ,2767.57 ,2519.38 ,1399.44 ,3067.33 ,1542.07 ,2569.55 ,691.09 ,1485.07 ,428.64 ,1069.63 ,1867.86 ,1030.65 ,2153.11 ,820.11 ,2791.82 ,1854.09 ,1401.88 ,3426.05 
2012/10/18,1620.55 ,1739.26 ,1772.07 ,3409.20 ,1270.38 ,1970.78 ,5858.75 ,1569.69 ,1291.49 ,3828.27 ,1557.29 ,1441.38 ,2376.66 ,2815.06 ,2550.29 ,1423.37 ,3132.85 ,1575.19 ,2609.57 ,698.35 ,1510.60 ,433.38 ,1087.84 ,1885.92 ,1042.96 ,2201.13 ,838.06 ,2851.04 ,1871.05 ,1429.38 ,3458.22 
2012/10/19,1617.12 ,1727.23 ,1775.77 ,3383.10 ,1272.60 ,1965.83 ,5854.80 ,1564.15 ,1287.80 ,3795.31 ,1551.89 ,1437.96 ,2376.37 ,2806.47 ,2542.64 ,1419.99 ,3158.42 ,1573.36 ,2606.37 ,700.59 ,1512.13 ,433.64 ,1088.91 ,1884.81 ,1041.56 ,2208.81 ,839.59 ,2837.13 ,1853.40 ,1428.38 ,3468.64 
2012/10/22,1619.96 ,1739.67 ,1779.30 ,3357.85 ,1277.09 ,1973.07 ,5839.85 ,1569.13 ,1289.52 ,3817.34 ,1563.13 ,1443.49 ,2404.24 ,2824.69 ,2562.13 ,1427.65 ,3165.50 ,1572.06 ,2617.94 ,700.54 ,1515.84 ,436.46 ,1089.06 ,1898.64 ,1049.33 ,2223.06 ,844.40 ,2859.53 ,1866.38 ,1437.75 ,3610.44 
2012/10/23,1612.24 ,1715.80 ,1798.22 ,3341.23 ,1259.04 ,1957.01 ,5710.82 ,1547.52 ,1283.93 ,3744.10 ,1554.92 ,1432.03 ,2393.93 ,2794.36 ,2527.19 ,1418.78 ,3094.12 ,1550.24 ,2599.00 ,687.19 ,1495.30 ,430.52 ,1079.52 ,1882.00 ,1026.79 ,2214.90 ,837.80 ,2807.17 ,1846.35 ,1422.37 ,3561.78 
2012/10/24,1601.41 ,1715.58 ,1810.91 ,3308.55 ,1257.11 ,1963.47 ,5722.11 ,1543.79 ,1295.09 ,3719.39 ,1575.64 ,1445.37 ,2388.16 ,2781.73 ,2500.45 ,1426.87 ,3104.34 ,1553.68 ,2600.34 ,681.35 ,1489.57 ,429.10 ,1081.18 ,1879.76 ,1018.98 ,2236.48 ,835.81 ,2784.27 ,1839.98 ,1427.24 ,3585.10 
2012/10/25,1585.25 ,1690.58 ,1833.71 ,3297.22 ,1235.72 ,1953.35 ,5689.21 ,1530.33 ,1280.23 ,3682.18 ,1568.17 ,1448.45 ,2353.20 ,2744.12 ,2481.61 ,1410.03 ,3080.99 ,1538.68 ,2589.94 ,682.61 ,1476.66 ,425.39 ,1077.76 ,1872.39 ,1005.63 ,2187.07 ,824.30 ,2733.58 ,1827.00 ,1405.35 ,3560.59 
2012/10/26,1543.77 ,1656.70 ,1773.70 ,3175.63 ,1213.73 ,1914.84 ,5599.49 ,1490.29 ,1257.66 ,3657.74 ,1556.87 ,1419.64 ,2309.74 ,2684.83 ,2452.27 ,1376.37 ,3003.06 ,1513.91 ,2510.97 ,665.04 ,1444.34 ,420.20 ,1051.57 ,1853.10 ,984.71 ,2138.16 ,801.99 ,2678.73 ,1795.11 ,1384.63 ,3514.25 
2012/10/29,1537.08 ,1648.23 ,1760.56 ,3140.98 ,1212.91 ,1902.47 ,5601.28 ,1485.95 ,1270.42 ,3687.34 ,1544.82 ,1414.39 ,2313.02 ,2684.58 ,2466.28 ,1371.83 ,3007.47 ,1510.61 ,2512.79 ,656.85 ,1437.41 ,420.01 ,1050.78 ,1848.28 ,964.68 ,2135.75 ,798.91 ,2666.05 ,1797.61 ,1384.56 ,3485.56 
2012/10/30,1532.37 ,1647.25 ,1781.09 ,3143.27 ,1210.39 ,1916.06 ,5624.24 ,1484.94 ,1266.96 ,3684.47 ,1538.58 ,1415.70 ,2342.06 ,2673.53 ,2468.83 ,1372.68 ,3010.74 ,1519.28 ,2509.36 ,655.43 ,1431.21 ,420.85 ,1042.04 ,1848.15 ,966.28 ,2137.21 ,801.81 ,2682.10 ,1789.10 ,1386.36 ,3480.21 
2012/10/31,1532.78 ,1657.72 ,1779.04 ,3162.08 ,1217.70 ,1972.34 ,5653.21 ,1482.46 ,1263.85 ,3725.02 ,1550.13 ,1420.52 ,2350.61 ,2677.04 ,2486.44 ,1375.81 ,3024.57 ,1533.13 ,2516.45 ,656.73 ,1431.04 ,421.69 ,1033.35 ,1856.73 ,970.62 ,2144.74 ,806.28 ,2711.93 ,1799.83 ,1396.11 ,3488.80 
2012/11/1,1560.16 ,1688.20 ,1793.24 ,3255.17 ,1233.63 ,1992.79 ,5740.71 ,1510.69 ,1285.76 ,3765.68 ,1567.46 ,1441.05 ,2437.31 ,2722.97 ,2509.40 ,1395.45 ,3114.55 ,1561.57 ,2554.99 ,668.40 ,1449.25 ,427.36 ,1050.30 ,1883.32 ,995.21 ,2189.29 ,820.86 ,2754.42 ,1832.85 ,1419.06 ,3586.02 
2012/11/2,1565.41 ,1693.91 ,1791.11 ,3244.60 ,1230.88 ,1990.52 ,5764.95 ,1514.80 ,1289.13 ,3770.24 ,1572.48 ,1452.08 ,2488.52 ,2727.97 ,2517.42 ,1407.40 ,3126.39 ,1575.45 ,2561.84 ,670.99 ,1450.53 ,430.40 ,1053.24 ,1902.85 ,998.14 ,2197.79 ,823.30 ,2758.27 ,1839.40 ,1419.34 ,3634.92 
2012/11/5,1562.87 ,1682.50 ,1790.44 ,3224.19 ,1216.58 ,1997.77 ,5691.55 ,1511.19 ,1283.48 ,3754.56 ,1573.14 ,1451.82 ,2467.15 ,2714.81 ,2516.06 ,1409.42 ,3125.86 ,1567.41 ,2559.41 ,672.06 ,1446.41 ,427.33 ,1058.40 ,1908.73 ,990.21 ,2197.82 ,826.03 ,2793.23 ,1833.93 ,1408.66 ,3591.49 
2012/11/6,1559.56 ,1664.38 ,1773.48 ,3228.21 ,1211.73 ,2000.81 ,5584.02 ,1499.67 ,1274.34 ,3737.57 ,1576.14 ,1437.73 ,2441.79 ,2699.83 ,2506.88 ,1401.78 ,3083.07 ,1557.14 ,2547.62 ,667.50 ,1435.09 ,425.23 ,1050.40 ,1903.83 ,994.86 ,2201.34 ,820.75 ,2759.52 ,1821.81 ,1403.76 ,3566.08 
2012/11/7,1558.98 ,1664.30 ,1778.06 ,3288.34 ,1211.03 ,1994.86 ,5582.00 ,1497.75 ,1273.72 ,3724.57 ,1569.29 ,1430.74 ,2419.58 ,2695.33 ,2490.42 ,1399.73 ,3078.72 ,1547.60 ,2548.71 ,671.19 ,1435.03 ,423.84 ,1048.92 ,1902.59 ,983.74 ,2221.10 ,815.17 ,2759.02 ,1814.84 ,1400.52 ,3574.55 
2012/11/8,1519.37 ,1618.68 ,1734.82 ,3187.46 ,1177.61 ,1964.49 ,5520.23 ,1455.66 ,1242.38 ,3667.39 ,1541.06 ,1402.25 ,2385.11 ,2637.73 ,2457.12 ,1363.43 ,2996.98 ,1522.98 ,2468.13 ,653.10 ,1396.61 ,415.76 ,1018.51 ,1880.89 ,960.24 ,2177.64 ,794.75 ,2662.51 ,1769.47 ,1367.30 ,3542.67 
2012/11/9,1514.75 ,1615.52 ,1734.08 ,3174.41 ,1174.25 ,1960.46 ,5501.08 ,1452.52 ,1241.90 ,3635.37 ,1540.66 ,1403.45 ,2381.98 ,2642.72 ,2436.10 ,1362.92 ,2999.69 ,1523.78 ,2448.48 ,657.90 ,1387.52 ,414.79 ,1007.33 ,1884.03 ,952.93 ,2169.34 ,797.88 ,2663.46 ,1771.58 ,1362.58 ,3509.01 
2012/11/12,1528.59 ,1622.80 ,1741.89 ,3206.89 ,1176.79 ,1971.64 ,5427.91 ,1462.28 ,1261.64 ,3602.22 ,1558.15 ,1418.06 ,2435.09 ,2637.93 ,2435.39 ,1371.22 ,2976.09 ,1541.14 ,2463.43 ,669.92 ,1394.66 ,415.09 ,1013.46 ,1904.07 ,954.65 ,2189.17 ,805.96 ,2682.09 ,1780.74 ,1389.77 ,3502.13 
2012/11/13,1499.45 ,1590.79 ,1726.09 ,3142.22 ,1155.72 ,1937.31 ,5348.19 ,1439.52 ,1237.03 ,3551.49 ,1536.06 ,1393.05 ,2357.20 ,2583.54 ,2428.19 ,1348.93 ,2919.68 ,1516.85 ,2419.45 ,652.06 ,1376.12 ,408.56 ,995.20 ,1878.72 ,931.40 ,2144.75 ,789.38 ,2624.59 ,1746.27 ,1368.13 ,3341.27 
2012/11/14,1497.41 ,1593.43 ,1730.45 ,3190.03 ,1161.02 ,1946.28 ,5403.14 ,1440.25 ,1243.29 ,3582.33 ,1539.12 ,1396.51 ,2343.69 ,2582.60 ,2378.12 ,1352.18 ,2916.60 ,1519.13 ,2427.09 ,650.20 ,1373.03 ,411.29 ,995.26 ,1881.99 ,937.51 ,2154.44 ,790.61 ,2642.93 ,1746.43 ,1369.88 ,3359.44 
2012/11/15,1474.83 ,1565.15 ,1706.52 ,3116.34 ,1134.23 ,1938.75 ,5330.76 ,1411.99 ,1219.75 ,3560.43 ,1522.17 ,1373.34 ,2314.52 ,2537.25 ,2348.98 ,1325.24 ,2883.48 ,1498.51 ,2372.26 ,635.73 ,1351.85 ,402.49 ,971.07 ,1864.48 ,925.27 ,2113.20 ,776.73 ,2581.71 ,1725.05 ,1361.53 ,3327.72 
2012/11/16,1463.09 ,1556.31 ,1699.37 ,3082.46 ,1123.28 ,1926.94 ,5245.35 ,1403.35 ,1207.41 ,3522.24 ,1515.48 ,1365.91 ,2318.86 ,2518.60 ,2343.05 ,1314.61 ,2879.02 ,1495.82 ,2359.95 ,628.49 ,1343.06 ,399.05 ,959.17 ,1855.31 ,917.71 ,2103.91 ,776.12 ,2536.58 ,1712.27 ,1369.30 ,3324.18 
2012/11/19,1469.07 ,1568.40 ,1702.47 ,3110.51 ,1128.43 ,1932.11 ,5059.96 ,1409.96 ,1216.81 ,3510.29 ,1521.65 ,1374.30 ,2317.09 ,2518.18 ,2332.47 ,1322.78 ,2923.48 ,1501.75 ,2371.56 ,630.10 ,1342.81 ,399.74 ,955.31 ,1856.75 ,921.28 ,2116.32 ,781.19 ,2553.71 ,1721.42 ,1381.85 ,3326.31 
2012/11/20,1477.80 ,1559.09 ,1697.80 ,3100.98 ,1125.88 ,1937.56 ,5055.18 ,1401.17 ,1217.90 ,3496.60 ,1525.05 ,1366.59 ,2325.93 ,2499.92 ,2318.95 ,1319.73 ,2922.10 ,1499.28 ,2368.44 ,624.16 ,1337.83 ,397.42 ,952.70 ,1849.37 ,905.34 ,2119.92 ,776.52 ,2527.41 ,1710.25 ,1379.60 ,3305.30 
2012/11/21,1485.69 ,1580.68 ,1717.33 ,3134.83 ,1138.28 ,1953.95 ,5067.10 ,1412.64 ,1226.92 ,3511.59 ,1534.59 ,1389.69 ,2371.89 ,2518.85 ,2339.52 ,1336.61 ,2962.64 ,1512.48 ,2396.59 ,633.30 ,1350.07 ,401.44 ,963.99 ,1869.13 ,930.56 ,2151.93 ,786.28 ,2580.10 ,1737.48 ,1374.52 ,3329.04 
2012/11/22,1493.44 ,1563.67 ,1703.50 ,3093.92 ,1124.32 ,1934.70 ,4965.96 ,1395.92 ,1218.17 ,3466.28 ,1522.79 ,1375.66 ,2352.20 ,2497.84 ,2308.26 ,1327.86 ,2917.67 ,1495.58 ,2373.68 ,624.38 ,1332.16 ,396.73 ,954.81 ,1864.39 ,925.32 ,2137.41 ,777.07 ,2545.95 ,1717.60 ,1357.11 ,3286.52 
2012/11/23,1503.08 ,1570.17 ,1709.01 ,3113.82 ,1124.19 ,1947.00 ,5030.67 ,1402.25 ,1220.81 ,3470.91 ,1528.57 ,1384.24 ,2363.42 ,2510.97 ,2320.63 ,1329.87 ,2925.03 ,1503.08 ,2374.95 ,626.15 ,1328.04 ,397.64 ,959.26 ,1874.98 ,932.75 ,2156.67 ,780.87 ,2562.58 ,1723.35 ,1352.50 ,3331.84 
2012/11/26,1470.44 ,1549.38 ,1709.29 ,3114.58 ,1106.94 ,1919.55 ,4929.80 ,1386.79 ,1211.52 ,3441.62 ,1517.71 ,1377.24 ,2347.21 ,2487.97 ,2282.31 ,1319.03 ,2891.75 ,1483.83 ,2345.14 ,629.45 ,1297.72 ,392.35 ,947.59 ,1872.57 ,922.72 ,2133.33 ,770.84 ,2524.85 ,1707.05 ,1330.98 ,3261.03 
2012/11/27,1406.88 ,1494.32 ,1701.71 ,3019.94 ,1067.91 ,1889.89 ,4894.60 ,1333.23 ,1164.19 ,3341.39 ,1480.93 ,1345.96 ,2297.97 ,2408.24 ,2231.99 ,1267.99 ,2795.11 ,1457.31 ,2265.28 ,606.27 ,1253.75 ,375.48 ,918.91 ,1877.45 ,905.20 ,2076.84 ,745.30 ,2474.29 ,1665.20 ,1276.65 ,3154.87 
2012/11/28,1384.55 ,1461.85 ,1661.91 ,2928.10 ,1044.48 ,1876.99 ,4820.19 ,1302.90 ,1136.57 ,3277.88 ,1457.19 ,1331.68 ,2240.47 ,2355.61 ,2175.10 ,1245.48 ,2753.81 ,1437.38 ,2224.13 ,586.99 ,1232.73 ,368.59 ,901.30 ,1880.84 ,896.45 ,2051.72 ,730.94 ,2461.98 ,1645.39 ,1255.40 ,3096.17 
2012/11/29,1371.31 ,1443.11 ,1685.79 ,2878.40 ,1031.41 ,1879.59 ,4803.45 ,1286.43 ,1122.47 ,3274.36 ,1446.27 ,1328.55 ,2235.17 ,2332.68 ,2145.30 ,1235.17 ,2730.25 ,1430.46 ,2202.89 ,581.30 ,1225.09 ,365.02 ,894.21 ,1876.87 ,863.19 ,2053.31 ,728.48 ,2437.83 ,1627.36 ,1240.05 ,3135.99 
2012/11/30,1377.63 ,1462.85 ,1701.63 ,2919.96 ,1045.95 ,1923.26 ,4786.44 ,1299.49 ,1139.79 ,3303.21 ,1466.56 ,1344.96 ,2313.30 ,2350.98 ,2167.03 ,1249.08 ,2830.48 ,1473.49 ,2218.40 ,588.68 ,1240.36 ,366.84 ,898.36 ,1880.79 ,875.72 ,2096.84 ,737.21 ,2456.83 ,1646.57 ,1259.80 ,3198.64 
2012/12/3,1348.52 ,1430.06 ,1668.06 ,2845.60 ,1013.39 ,1903.72 ,4490.69 ,1271.61 ,1116.97 ,3225.22 ,1443.60 ,1340.62 ,2315.67 ,2300.26 ,2134.11 ,1228.09 ,2795.94 ,1484.55 ,2148.11 ,572.96 ,1209.93 ,356.75 ,889.24 ,1858.40 ,871.18 ,2088.48 ,718.08 ,2358.57 ,1628.83 ,1230.33 ,3150.89 
2012/12/4,1350.08 ,1446.68 ,1681.80 ,2873.59 ,1030.95 ,1909.81 ,4523.31 ,1289.58 ,1128.89 ,3239.80 ,1465.76 ,1349.06 ,2343.77 ,2326.05 ,2164.08 ,1237.05 ,2831.59 ,1508.56 ,2169.24 ,586.07 ,1229.75 ,359.05 ,904.75 ,1871.87 ,889.77 ,2121.60 ,728.98 ,2383.51 ,1653.92 ,1244.42 ,3171.18 
2012/12/5,1395.91 ,1499.62 ,1724.47 ,3000.71 ,1074.85 ,1964.15 ,4590.41 ,1337.05 ,1165.73 ,3339.21 ,1509.12 ,1385.20 ,2415.37 ,2400.74 ,2218.91 ,1278.41 ,3007.56 ,1564.48 ,2243.81 ,605.66 ,1278.07 ,370.74 ,933.45 ,1945.63 ,935.92 ,2189.74 ,763.78 ,2481.22 ,1700.15 ,1295.83 ,3267.69 
2012/12/6,1396.71 ,1495.61 ,1721.31 ,2965.05 ,1073.12 ,1961.33 ,4557.60 ,1339.17 ,1162.85 ,3325.75 ,1506.05 ,1386.28 ,2434.70 ,2397.06 ,2158.95 ,1276.85 ,3016.68 ,1563.82 ,2241.12 ,605.47 ,1282.81 ,370.29 ,931.88 ,1958.97 ,931.15 ,2176.38 ,761.11 ,2468.37 ,1701.08 ,1297.24 ,3252.68 
2012/12/7,1461.08 ,1537.26 ,1750.97 ,3029.79 ,1095.63 ,1944.84 ,4650.74 ,1371.08 ,1194.03 ,3385.44 ,1527.04 ,1406.63 ,2453.28 ,2445.89 ,2202.91 ,1304.81 ,3107.74 ,1589.96 ,2293.92 ,615.55 ,1303.08 ,376.86 ,950.16 ,2011.55 ,952.12 ,2223.12 ,778.67 ,2551.58 ,1731.31 ,1334.43 ,3282.15 
2012/12/10,1505.91 ,1565.63 ,1773.36 ,3082.35 ,1119.41 ,1957.13 ,4709.85 ,1395.95 ,1214.43 ,3400.67 ,1539.81 ,1419.60 ,2483.75 ,2489.11 ,2230.52 ,1329.66 ,3147.44 ,1614.00 ,2343.63 ,627.58 ,1322.03 ,383.40 ,959.19 ,2038.28 ,964.86 ,2245.53 ,792.15 ,2581.14 ,1746.29 ,1357.28 ,3291.04 
2012/12/11,1493.47 ,1552.48 ,1762.92 ,3070.33 ,1110.86 ,1944.27 ,4728.03 ,1391.63 ,1201.98 ,3379.54 ,1529.90 ,1406.30 ,2469.82 ,2471.41 ,2227.97 ,1328.15 ,3113.51 ,1590.79 ,2319.45 ,629.28 ,1312.33 ,379.24 ,949.16 ,2027.76 ,957.03 ,2230.34 ,784.15 ,2596.82 ,1735.39 ,1343.15 ,3289.85 
2012/12/12,1490.37 ,1551.34 ,1764.10 ,3101.88 ,1109.64 ,1952.89 ,4780.39 ,1393.23 ,1206.59 ,3363.45 ,1531.37 ,1410.12 ,2473.49 ,2470.66 ,2221.91 ,1330.68 ,3135.17 ,1604.98 ,2321.43 ,621.45 ,1303.95 ,379.69 ,947.70 ,2046.73 ,959.92 ,2234.30 ,786.49 ,2583.19 ,1741.22 ,1359.20 ,3271.23 
2012/12/13,1477.44 ,1530.22 ,1737.33 ,3027.39 ,1095.02 ,1953.68 ,4690.72 ,1375.22 ,1199.80 ,3343.89 ,1516.08 ,1397.95 ,2478.42 ,2432.61 ,2215.31 ,1317.03 ,3112.81 ,1588.47 ,2291.72 ,609.98 ,1290.32 ,373.12 ,935.88 ,2019.76 ,944.85 ,2208.06 ,773.25 ,2545.15 ,1716.44 ,1336.82 ,3274.80 
2012/12/14,1551.87 ,1590.11 ,1804.12 ,3157.37 ,1136.12 ,2016.86 ,4794.80 ,1425.73 ,1240.91 ,3448.34 ,1566.70 ,1455.42 ,2584.73 ,2539.15 ,2296.27 ,1371.68 ,3274.85 ,1664.85 ,2384.55 ,635.19 ,1339.79 ,387.05 ,974.69 ,2160.57 ,1015.94 ,2299.39 ,808.17 ,2671.24 ,1774.76 ,1391.80 ,3398.14 
2012/12/17,1556.30 ,1602.80 ,1822.48 ,3201.09 ,1126.53 ,2025.36 ,4897.39 ,1435.23 ,1244.30 ,3408.30 ,1559.75 ,1466.86 ,2569.99 ,2561.55 ,2308.75 ,1377.89 ,3281.32 ,1671.58 ,2403.10 ,642.16 ,1339.82 ,388.51 ,982.27 ,2166.05 ,1029.92 ,2312.75 ,812.42 ,2751.84 ,1790.00 ,1380.00 ,3393.66 
2012/12/18,1557.18 ,1594.69 ,1825.30 ,3245.47 ,1123.42 ,2023.81 ,4932.83 ,1427.46 ,1241.84 ,3404.60 ,1553.53 ,1460.97 ,2520.98 ,2553.13 ,2297.61 ,1375.38 ,3286.57 ,1660.46 ,2399.61 ,642.96 ,1326.32 ,386.74 ,976.76 ,2182.05 ,1031.74 ,2317.76 ,809.39 ,2746.58 ,1775.29 ,1378.99 ,3356.96 
