Date,801010.SL,801030.SL,801040.SL,801050.SL,801080.SL,801110.SL,801120.SL,801130.SL,801140.SL,801150.SL,801160.SL,801170.SL,801180.SL,801200.SL,801210.SL,801230.SL,801710.SL,801720.SL,801730.SL,801740.SL,801750.SL,801760.SL,801770.SL,801780.SL,801790.SL,801880.SL,801890.SL,801950.SL,801960.SL,801970.SL,801980.SL
2012/1/4,1659.45 ,1655.20 ,1942.09 ,2942.54 ,1174.52 ,1826.10 ,4967.09 ,1649.42 ,1349.43 ,3244.56 ,1538.58 ,1575.08 ,2086.06 ,3008.55 ,2279.88 ,1456.65 ,3172.02 ,1449.83 ,3049.84 ,749.85 ,1461.04 ,430.97 ,1359.29 ,2003.33 ,862.48 ,2350.72 ,878.50 ,2983.43 ,1830.60 ,1414.01 ,2768.33 
2012/1/5,1569.13 ,1599.42 ,1909.15 ,2852.99 ,1121.22 ,1817.10 ,4878.25 ,1583.87 ,1296.45 ,3101.72 ,1495.68 ,1554.62 ,2038.63 ,2913.49 ,2183.14 ,1396.79 ,3054.45 ,1414.68 ,2931.45 ,721.34 ,1384.62 ,416.99 ,1312.87 ,2041.07 ,851.92 ,2317.10 ,848.52 ,2920.30 ,1817.60 ,1346.01 ,2635.30 
2012/1/6,1543.90 ,1613.57 ,1942.37 ,2911.42 ,1130.51 ,1817.90 ,4922.14 ,1596.95 ,1296.44 ,3093.33 ,1505.89 ,1559.81 ,2039.41 ,2919.47 ,2155.66 ,1410.18 ,3073.43 ,1413.69 ,2951.89 ,714.82 ,1388.98 ,416.60 ,1315.47 ,2054.25 ,862.69 ,2317.52 ,850.58 ,2952.11 ,1835.76 ,1354.87 ,2649.60 
2012/1/9,1599.41 ,1688.51 ,1998.42 ,3064.99 ,1179.85 ,1894.20 ,5007.18 ,1654.69 ,1348.14 ,3193.79 ,1553.60 ,1605.66 ,2117.61 ,3019.68 ,2229.66 ,1469.15 ,3219.39 ,1457.29 ,3065.83 ,739.73 ,1441.35 ,432.03 ,1360.85 ,2097.70 ,892.88 ,2408.71 ,888.34 ,3190.69 ,1904.91 ,1406.65 ,2720.16 
2012/1/10,1684.11 ,1755.61 ,2068.13 ,3223.09 ,1227.78 ,1959.81 ,5179.82 ,1716.49 ,1398.16 ,3306.73 ,1593.73 ,1659.68 ,2178.32 ,3141.75 ,2312.43 ,1528.18 ,3404.66 ,1526.28 ,3193.34 ,769.77 ,1493.64 ,448.10 ,1413.37 ,2118.00 ,927.13 ,2501.56 ,931.25 ,3353.57 ,1959.66 ,1446.95 ,2787.29 
2012/1/11,1691.85 ,1756.81 ,2083.85 ,3241.77 ,1232.34 ,1927.79 ,5152.88 ,1708.31 ,1397.60 ,3297.59 ,1584.98 ,1651.20 ,2173.39 ,3140.77 ,2313.65 ,1524.99 ,3383.82 ,1522.87 ,3193.99 ,772.34 ,1515.10 ,449.43 ,1415.36 ,2103.69 ,920.91 ,2499.63 ,929.58 ,3350.77 ,1946.31 ,1445.23 ,2791.43 
2012/1/12,1676.90 ,1760.38 ,2068.15 ,3279.78 ,1232.48 ,1910.50 ,5125.89 ,1704.55 ,1391.48 ,3290.48 ,1588.17 ,1648.08 ,2186.83 ,3113.15 ,2303.81 ,1525.43 ,3394.10 ,1518.35 ,3187.93 ,775.22 ,1499.88 ,443.03 ,1399.76 ,2117.58 ,920.53 ,2495.99 ,926.70 ,3332.18 ,1938.99 ,1446.86 ,2744.51 
2012/1/13,1617.08 ,1705.60 ,2020.02 ,3239.96 ,1179.88 ,1874.65 ,5038.69 ,1646.72 ,1340.11 ,3166.18 ,1540.06 ,1613.89 ,2136.26 ,3012.76 ,2226.20 ,1471.45 ,3250.71 ,1479.02 ,3061.67 ,745.72 ,1430.22 ,421.83 ,1346.05 ,2110.94 ,904.64 ,2409.57 ,892.31 ,3284.66 ,1903.37 ,1368.09 ,2650.36 
2012/1/16,1561.90 ,1651.75 ,1988.18 ,3083.86 ,1131.20 ,1849.04 ,4792.88 ,1587.66 ,1296.84 ,3045.63 ,1505.79 ,1593.53 ,2085.26 ,2910.33 ,2154.99 ,1429.19 ,3158.43 ,1438.82 ,2938.26 ,719.94 ,1381.48 ,406.93 ,1316.74 ,2100.83 ,895.85 ,2372.84 ,873.75 ,3211.85 ,1874.24 ,1310.44 ,2569.74 
2012/1/17,1642.20 ,1749.06 ,2101.49 ,3382.24 ,1193.52 ,1923.34 ,4952.36 ,1662.54 ,1364.81 ,3174.49 ,1573.07 ,1671.41 ,2180.24 ,3065.60 ,2254.12 ,1503.81 ,3363.60 ,1515.03 ,3093.13 ,763.51 ,1449.09 ,425.22 ,1370.42 ,2147.91 ,950.91 ,2504.50 ,926.13 ,3452.62 ,1954.38 ,1373.42 ,2658.83 
2012/1/18,1597.17 ,1719.02 ,2078.99 ,3374.21 ,1157.13 ,1894.94 ,4799.08 ,1620.52 ,1332.21 ,3047.54 ,1541.64 ,1653.63 ,2148.49 ,2993.96 ,2205.85 ,1482.44 ,3364.24 ,1494.43 ,3009.90 ,750.90 ,1387.69 ,407.77 ,1336.09 ,2118.87 ,943.42 ,2471.62 ,909.93 ,3369.66 ,1915.48 ,1323.31 ,2580.45 
2012/1/19,1610.51 ,1737.26 ,2113.70 ,3484.35 ,1169.94 ,1947.89 ,4873.24 ,1633.84 ,1348.51 ,3076.95 ,1553.46 ,1674.47 ,2198.62 ,3051.31 ,2221.77 ,1487.53 ,3410.07 ,1512.34 ,3041.62 ,753.18 ,1395.21 ,401.44 ,1309.14 ,2152.81 ,972.41 ,2515.16 ,921.98 ,3421.77 ,1922.60 ,1335.44 ,2595.23 
2012/1/20,1654.07 ,1750.51 ,2122.32 ,3460.25 ,1188.20 ,1969.83 ,5002.76 ,1660.01 ,1364.71 ,3166.73 ,1567.36 ,1682.99 ,2234.93 ,3104.54 ,2261.50 ,1505.48 ,3484.66 ,1544.43 ,3083.43 ,759.98 ,1413.65 ,406.81 ,1331.33 ,2194.28 ,987.10 ,2543.74 ,940.50 ,3420.83 ,1933.57 ,1368.34 ,2642.90 
2012/1/30,1651.74 ,1740.71 ,2094.77 ,3448.03 ,1184.69 ,1932.75 ,4945.48 ,1648.07 ,1363.67 ,3146.39 ,1552.39 ,1655.57 ,2182.28 ,3065.85 ,2255.55 ,1499.07 ,3417.07 ,1520.01 ,3071.88 ,757.14 ,1423.03 ,409.66 ,1307.90 ,2153.17 ,965.51 ,2512.44 ,933.48 ,3349.14 ,1928.70 ,1362.55 ,2638.03 
2012/1/31,1657.95 ,1743.50 ,2077.66 ,3461.76 ,1186.70 ,1922.53 ,5000.59 ,1649.68 ,1358.43 ,3146.43 ,1560.47 ,1659.43 ,2198.72 ,3072.09 ,2255.99 ,1502.63 ,3413.79 ,1521.60 ,3043.05 ,762.95 ,1419.71 ,416.68 ,1298.23 ,2157.32 ,964.47 ,2489.82 ,933.59 ,3367.03 ,1930.97 ,1367.88 ,2647.40 
2012/2/1,1659.11 ,1732.52 ,2053.65 ,3355.92 ,1180.91 ,1920.97 ,5005.97 ,1645.90 ,1349.67 ,3148.30 ,1552.23 ,1646.62 ,2170.28 ,3060.72 ,2233.07 ,1491.27 ,3327.25 ,1511.60 ,3028.68 ,750.80 ,1418.30 ,409.78 ,1286.46 ,2126.69 ,942.96 ,2473.80 ,921.82 ,3297.70 ,1921.22 ,1375.69 ,2663.68 
2012/2/2,1691.97 ,1765.89 ,2083.74 ,3446.59 ,1207.84 ,1948.36 ,5047.60 ,1674.93 ,1372.80 ,3189.25 ,1571.45 ,1671.98 ,2214.84 ,3110.39 ,2291.34 ,1517.65 ,3394.03 ,1537.18 ,3083.60 ,764.90 ,1444.28 ,423.15 ,1311.88 ,2190.82 ,979.25 ,2514.85 ,942.55 ,3393.89 ,1945.03 ,1395.81 ,2703.44 
2012/2/3,1704.61 ,1807.11 ,2094.87 ,3472.87 ,1246.88 ,1960.34 ,5076.97 ,1703.66 ,1397.86 ,3241.96 ,1583.28 ,1686.34 ,2242.66 ,3147.97 ,2305.93 ,1543.72 ,3413.94 ,1553.32 ,3150.24 ,780.70 ,1476.93 ,431.10 ,1329.71 ,2206.77 ,987.07 ,2540.80 ,951.25 ,3409.06 ,1967.72 ,1413.69 ,2747.57 
2012/2/6,1718.68 ,1828.38 ,2096.26 ,3467.14 ,1258.92 ,1978.99 ,5157.55 ,1719.53 ,1413.82 ,3276.85 ,1589.83 ,1685.99 ,2229.75 ,3174.51 ,2316.65 ,1559.95 ,3488.15 ,1555.69 ,3192.72 ,777.29 ,1485.37 ,432.50 ,1338.27 ,2199.95 ,978.70 ,2538.56 ,955.98 ,3421.50 ,1982.42 ,1425.84 ,2788.78 
2012/2/7,1685.93 ,1790.76 ,2069.22 ,3417.88 ,1238.51 ,1938.36 ,5093.16 ,1693.75 ,1387.87 ,3216.95 ,1556.42 ,1655.24 ,2178.28 ,3126.59 ,2298.60 ,1529.36 ,3407.21 ,1528.30 ,3123.31 ,772.17 ,1462.57 ,427.52 ,1324.63 ,2167.23 ,951.80 ,2493.23 ,937.71 ,3367.97 ,1947.36 ,1401.18 ,2752.05 
2012/2/8,1720.14 ,1842.73 ,2112.50 ,3637.70 ,1271.63 ,1980.87 ,5196.81 ,1736.37 ,1423.63 ,3282.14 ,1588.28 ,1687.56 ,2235.86 ,3201.81 ,2337.91 ,1569.37 ,3506.60 ,1564.90 ,3211.62 ,793.77 ,1502.81 ,436.24 ,1356.21 ,2214.55 ,981.21 ,2546.27 ,961.76 ,3509.38 ,1998.84 ,1429.75 ,2804.63 
2012/2/9,1732.12 ,1845.74 ,2120.38 ,3608.02 ,1284.95 ,1988.61 ,5222.42 ,1752.31 ,1437.33 ,3326.58 ,1592.90 ,1694.14 ,2276.31 ,3216.48 ,2347.47 ,1582.00 ,3535.80 ,1567.03 ,3231.58 ,796.37 ,1512.15 ,439.84 ,1350.50 ,2207.73 ,980.65 ,2556.89 ,965.93 ,3504.48 ,1994.78 ,1442.79 ,2825.37 
2012/2/10,1746.53 ,1855.23 ,2141.76 ,3598.46 ,1292.45 ,1995.58 ,5244.25 ,1766.19 ,1454.35 ,3334.42 ,1594.97 ,1704.03 ,2316.29 ,3217.64 ,2352.60 ,1595.29 ,3556.66 ,1590.45 ,3238.25 ,796.87 ,1507.91 ,441.13 ,1355.33 ,2191.29 ,988.29 ,2561.88 ,973.70 ,3497.26 ,1992.84 ,1443.97 ,2843.45 
2012/2/13,1759.09 ,1867.66 ,2136.70 ,3610.94 ,1330.24 ,1990.86 ,5317.41 ,1787.52 ,1470.12 ,3389.39 ,1606.46 ,1712.64 ,2285.88 ,3235.83 ,2367.91 ,1619.81 ,3554.17 ,1591.05 ,3281.38 ,805.14 ,1541.97 ,447.60 ,1365.63 ,2170.57 ,987.19 ,2588.18 ,982.71 ,3499.87 ,2000.86 ,1460.77 ,2853.85 
2012/2/14,1762.27 ,1869.32 ,2124.97 ,3589.74 ,1322.05 ,1984.41 ,5313.19 ,1784.82 ,1483.23 ,3398.84 ,1602.67 ,1707.80 ,2302.37 ,3237.09 ,2391.38 ,1617.80 ,3566.02 ,1580.86 ,3273.45 ,806.01 ,1539.71 ,446.03 ,1356.88 ,2161.41 ,977.23 ,2593.59 ,979.54 ,3505.06 ,2000.79 ,1460.53 ,2888.07 
2012/2/15,1785.02 ,1896.63 ,2155.41 ,3650.03 ,1351.36 ,2020.67 ,5358.50 ,1811.33 ,1503.25 ,3432.93 ,1627.33 ,1737.45 ,2325.71 ,3276.19 ,2419.19 ,1656.62 ,3615.37 ,1601.95 ,3322.29 ,827.17 ,1569.76 ,457.57 ,1394.02 ,2165.99 ,994.19 ,2628.45 ,994.05 ,3540.11 ,2017.65 ,1490.30 ,2936.92 
2012/2/16,1780.83 ,1889.70 ,2166.73 ,3626.15 ,1340.29 ,2018.88 ,5305.53 ,1810.84 ,1507.99 ,3418.84 ,1645.14 ,1729.44 ,2321.03 ,3264.61 ,2414.69 ,1664.13 ,3596.23 ,1600.70 ,3319.62 ,821.33 ,1573.70 ,457.97 ,1400.13 ,2160.31 ,987.54 ,2626.38 ,989.54 ,3499.61 ,2005.95 ,1487.93 ,2917.61 
2012/2/17,1766.28 ,1880.84 ,2162.71 ,3622.47 ,1331.68 ,2020.68 ,5306.61 ,1802.73 ,1506.92 ,3405.05 ,1631.46 ,1728.94 ,2324.53 ,3255.13 ,2448.32 ,1655.22 ,3575.01 ,1595.02 ,3313.54 ,823.90 ,1564.51 ,458.86 ,1395.29 ,2170.16 ,991.62 ,2616.72 ,988.67 ,3481.70 ,2002.78 ,1481.15 ,2916.90 
2012/2/20,1767.56 ,1883.73 ,2157.45 ,3627.42 ,1335.05 ,2057.99 ,5292.60 ,1802.78 ,1506.13 ,3388.84 ,1628.79 ,1729.87 ,2342.64 ,3253.48 ,2450.82 ,1649.97 ,3622.80 ,1601.86 ,3312.96 ,829.77 ,1574.45 ,460.21 ,1403.52 ,2172.34 ,992.93 ,2620.69 ,989.93 ,3493.72 ,2018.69 ,1478.25 ,2894.47 
2012/2/21,1781.97 ,1898.47 ,2163.05 ,3657.61 ,1354.68 ,2100.09 ,5365.70 ,1819.71 ,1517.56 ,3416.78 ,1640.15 ,1734.29 ,2377.91 ,3267.37 ,2463.02 ,1679.55 ,3667.00 ,1613.57 ,3365.34 ,837.48 ,1607.94 ,475.46 ,1419.97 ,2181.17 ,1004.39 ,2643.89 ,1001.42 ,3538.76 ,2026.79 ,1498.40 ,2907.14 
2012/2/22,1815.85 ,1935.84 ,2187.53 ,3702.14 ,1385.41 ,2159.27 ,5417.29 ,1857.05 ,1545.60 ,3477.61 ,1656.46 ,1754.75 ,2447.94 ,3318.95 ,2495.11 ,1704.89 ,3725.57 ,1644.81 ,3436.07 ,849.46 ,1648.15 ,487.80 ,1452.15 ,2184.11 ,1026.68 ,2709.06 ,1019.42 ,3584.30 ,2047.08 ,1523.91 ,2962.27 
2012/2/23,1824.73 ,1942.47 ,2215.86 ,3740.09 ,1381.35 ,2154.84 ,5466.22 ,1863.02 ,1559.83 ,3496.19 ,1656.65 ,1762.29 ,2448.22 ,3340.66 ,2485.04 ,1703.52 ,3726.90 ,1654.15 ,3440.69 ,852.49 ,1645.06 ,485.27 ,1450.24 ,2181.30 ,1024.30 ,2714.49 ,1023.43 ,3626.08 ,2052.66 ,1516.84 ,2948.75 
2012/2/24,1842.85 ,1963.57 ,2236.36 ,3766.56 ,1390.33 ,2172.75 ,5529.90 ,1888.87 ,1572.49 ,3537.97 ,1671.42 ,1790.31 ,2555.26 ,3377.88 ,2514.47 ,1726.50 ,3841.05 ,1684.93 ,3483.67 ,866.07 ,1653.78 ,494.63 ,1451.45 ,2207.09 ,1044.12 ,2744.79 ,1040.07 ,3695.74 ,2085.93 ,1531.49 ,2957.73 
2012/2/27,1850.34 ,1973.72 ,2249.57 ,3793.89 ,1401.14 ,2221.20 ,5542.64 ,1885.53 ,1573.23 ,3543.29 ,1677.14 ,1804.22 ,2555.59 ,3392.18 ,2522.03 ,1719.37 ,3830.19 ,1690.42 ,3487.00 ,864.04 ,1663.12 ,494.63 ,1454.08 ,2203.01 ,1048.96 ,2768.39 ,1040.29 ,3685.02 ,2103.47 ,1535.72 ,2977.19 
2012/2/28,1877.36 ,1957.55 ,2271.39 ,3777.01 ,1391.30 ,2210.29 ,5574.63 ,1865.11 ,1557.76 ,3502.03 ,1685.45 ,1800.50 ,2540.23 ,3364.46 ,2510.66 ,1701.83 ,3841.59 ,1693.61 ,3452.55 ,856.58 ,1648.34 ,493.87 ,1439.17 ,2227.75 ,1052.78 ,2775.73 ,1036.42 ,3654.59 ,2098.34 ,1541.01 ,2924.52 
2012/2/29,1845.21 ,1936.92 ,2240.90 ,3790.84 ,1363.05 ,2188.76 ,5606.48 ,1842.44 ,1548.12 ,3479.93 ,1664.80 ,1775.33 ,2468.75 ,3320.47 ,2501.63 ,1686.09 ,3760.78 ,1659.34 ,3410.45 ,846.69 ,1620.49 ,485.68 ,1421.62 ,2215.64 ,1031.37 ,2739.39 ,1021.53 ,3620.76 ,2072.69 ,1518.61 ,2899.44 
2012/3/1,1852.23 ,1945.56 ,2229.42 ,3760.70 ,1386.52 ,2230.10 ,5589.03 ,1851.50 ,1554.19 ,3467.66 ,1673.46 ,1781.31 ,2490.20 ,3324.46 ,2523.86 ,1695.40 ,3754.04 ,1660.79 ,3431.57 ,858.03 ,1633.45 ,485.05 ,1428.13 ,2214.71 ,1031.02 ,2753.54 ,1025.43 ,3623.18 ,2074.96 ,1532.57 ,2898.16 
2012/3/2,1885.47 ,1983.45 ,2261.78 ,3820.41 ,1410.31 ,2306.06 ,5615.01 ,1887.94 ,1577.32 ,3518.86 ,1698.35 ,1806.22 ,2588.59 ,3386.38 ,2553.79 ,1726.04 ,3844.11 ,1671.97 ,3491.66 ,876.80 ,1660.62 ,495.19 ,1450.43 ,2234.12 ,1058.70 ,2821.76 ,1047.22 ,3697.36 ,2108.91 ,1567.43 ,2918.10 
2012/3/5,1888.66 ,1989.71 ,2236.14 ,3836.67 ,1423.16 ,2300.84 ,5612.32 ,1884.37 ,1591.68 ,3504.09 ,1683.89 ,1796.39 ,2574.25 ,3386.22 ,2560.32 ,1729.75 ,3842.90 ,1660.38 ,3483.56 ,883.02 ,1657.80 ,499.05 ,1434.74 ,2212.10 ,1050.46 ,2797.56 ,1053.32 ,3687.78 ,2106.41 ,1561.45 ,2920.81 
2012/3/6,1852.93 ,1971.28 ,2194.54 ,3754.80 ,1422.79 ,2306.46 ,5562.56 ,1863.47 ,1588.92 ,3454.78 ,1668.06 ,1773.85 ,2556.12 ,3350.36 ,2549.63 ,1708.74 ,3759.90 ,1632.84 ,3440.31 ,885.77 ,1638.20 ,496.86 ,1417.75 ,2178.43 ,1035.80 ,2779.52 ,1036.01 ,3600.85 ,2083.07 ,1537.81 ,2907.08 
2012/3/7,1836.91 ,1958.72 ,2182.38 ,3676.23 ,1407.30 ,2294.94 ,5539.84 ,1856.84 ,1580.21 ,3444.24 ,1657.61 ,1762.72 ,2534.33 ,3394.64 ,2545.77 ,1696.75 ,3723.79 ,1621.65 ,3429.66 ,899.51 ,1627.06 ,495.60 ,1419.65 ,2153.50 ,1033.48 ,2781.70 ,1026.89 ,3543.06 ,2072.41 ,1530.84 ,2893.97 
2012/3/8,1861.24 ,1987.77 ,2197.51 ,3774.57 ,1429.77 ,2314.80 ,5592.74 ,1889.20 ,1598.01 ,3476.37 ,1675.28 ,1785.92 ,2577.34 ,3442.32 ,2577.90 ,1724.07 ,3779.14 ,1647.68 ,3469.88 ,903.16 ,1644.68 ,504.38 ,1428.20 ,2165.37 ,1061.51 ,2804.27 ,1040.18 ,3590.64 ,2098.42 ,1549.45 ,2886.91 
2012/3/9,1890.15 ,2020.76 ,2210.07 ,3850.73 ,1452.58 ,2319.51 ,5759.86 ,1914.10 ,1615.14 ,3523.90 ,1699.53 ,1802.41 ,2588.87 ,3520.23 ,2605.91 ,1738.79 ,3825.02 ,1664.78 ,3523.71 ,913.38 ,1671.31 ,512.42 ,1446.33 ,2168.09 ,1065.58 ,2831.99 ,1055.30 ,3691.27 ,2117.40 ,1568.59 ,2899.05 
2012/3/12,1897.01 ,2028.86 ,2211.74 ,3889.69 ,1452.55 ,2304.75 ,5786.27 ,1937.64 ,1615.84 ,3610.89 ,1698.32 ,1796.11 ,2548.16 ,3544.02 ,2651.41 ,1742.36 ,3810.09 ,1664.80 ,3551.57 ,921.69 ,1688.10 ,517.50 ,1459.01 ,2147.50 ,1058.26 ,2821.02 ,1055.90 ,3665.32 ,2113.60 ,1571.41 ,2970.17 
2012/3/13,1926.90 ,2063.15 ,2231.33 ,3911.47 ,1461.09 ,2312.39 ,5877.00 ,1957.23 ,1626.21 ,3616.31 ,1712.67 ,1809.62 ,2572.76 ,3562.40 ,2666.46 ,1767.26 ,3865.50 ,1680.96 ,3588.21 ,925.00 ,1718.93 ,516.44 ,1472.06 ,2168.09 ,1072.56 ,2839.13 ,1067.82 ,3706.62 ,2145.08 ,1588.81 ,2975.08 
2012/3/14,1859.32 ,1977.20 ,2197.33 ,3783.43 ,1393.66 ,2210.84 ,5742.34 ,1879.32 ,1552.94 ,3494.80 ,1646.28 ,1750.76 ,2454.37 ,3426.17 ,2559.36 ,1691.25 ,3679.97 ,1629.95 ,3416.83 ,879.26 ,1637.57 ,485.55 ,1417.20 ,2142.23 ,1038.55 ,2718.02 ,1023.91 ,3547.87 ,2076.79 ,1517.05 ,2916.66 
2012/3/15,1850.29 ,1958.80 ,2153.18 ,3711.55 ,1366.22 ,2187.66 ,5796.35 ,1858.87 ,1534.64 ,3524.53 ,1622.27 ,1726.06 ,2381.94 ,3453.96 ,2555.83 ,1664.45 ,3571.24 ,1609.85 ,3365.55 ,860.97 ,1626.76 ,480.40 ,1410.86 ,2129.40 ,1035.98 ,2670.95 ,1013.01 ,3509.61 ,2067.04 ,1492.00 ,2947.66 
2012/3/16,1899.61 ,2001.45 ,2176.47 ,3812.92 ,1396.32 ,2223.76 ,6033.75 ,1921.32 ,1576.83 ,3613.80 ,1654.81 ,1751.28 ,2420.47 ,3569.29 ,2640.88 ,1698.98 ,3638.45 ,1637.12 ,3437.43 ,874.50 ,1658.90 ,491.64 ,1430.68 ,2134.86 ,1052.77 ,2721.38 ,1031.73 ,3539.69 ,2104.55 ,1526.56 ,2983.66 
2012/3/19,1929.69 ,2029.61 ,2205.34 ,3914.62 ,1417.07 ,2223.32 ,5984.33 ,1949.71 ,1598.42 ,3653.24 ,1666.73 ,1757.75 ,2435.01 ,3589.56 ,2701.47 ,1722.52 ,3698.85 ,1644.64 ,3481.73 ,880.42 ,1676.57 ,497.30 ,1445.74 ,2125.31 ,1050.54 ,2727.48 ,1042.34 ,3578.58 ,2128.75 ,1545.76 ,3017.00 
2012/3/20,1871.33 ,1980.74 ,2225.06 ,3837.02 ,1380.60 ,2189.54 ,5897.67 ,1904.32 ,1556.95 ,3552.95 ,1653.57 ,1722.51 ,2426.14 ,3494.16 ,2648.80 ,1684.70 ,3617.68 ,1617.09 ,3394.36 ,857.25 ,1631.24 ,483.09 ,1405.41 ,2098.87 ,1023.16 ,2657.77 ,1018.45 ,3526.36 ,2097.07 ,1512.66 ,2929.16 
2012/3/21,1874.12 ,1989.89 ,2228.05 ,3933.16 ,1382.45 ,2182.91 ,5838.56 ,1908.46 ,1565.44 ,3537.21 ,1653.27 ,1736.07 ,2429.50 ,3476.60 ,2634.04 ,1685.70 ,3636.42 ,1622.40 ,3403.97 ,859.91 ,1617.90 ,483.05 ,1402.31 ,2097.23 ,1017.74 ,2659.83 ,1019.32 ,3597.80 ,2084.25 ,1518.29 ,2920.37 
2012/3/22,1869.98 ,1970.09 ,2212.27 ,3853.76 ,1375.22 ,2198.06 ,5826.04 ,1906.96 ,1568.59 ,3520.56 ,1648.05 ,1736.21 ,2451.69 ,3449.46 ,2615.91 ,1678.66 ,3639.13 ,1626.02 ,3397.21 ,861.68 ,1616.20 ,480.34 ,1399.35 ,2111.82 ,1019.36 ,2656.23 ,1018.73 ,3566.75 ,2065.22 ,1511.96 ,2924.24 
2012/3/23,1834.66 ,1929.72 ,2192.60 ,3780.65 ,1349.21 ,2162.74 ,5818.26 ,1869.69 ,1540.54 ,3463.82 ,1619.54 ,1717.69 ,2396.78 ,3380.68 ,2558.85 ,1646.03 ,3551.08 ,1606.12 ,3327.30 ,842.84 ,1592.10 ,476.36 ,1374.82 ,2103.93 ,1007.50 ,2610.47 ,998.73 ,3488.79 ,2034.99 ,1481.64 ,2884.43 
2012/3/26,1830.43 ,1926.76 ,2194.22 ,3772.72 ,1343.75 ,2170.78 ,5903.50 ,1871.74 ,1532.66 ,3481.74 ,1613.70 ,1713.32 ,2380.11 ,3401.16 ,2575.83 ,1632.81 ,3524.45 ,1600.95 ,3321.11 ,836.09 ,1589.43 ,472.34 ,1372.25 ,2113.22 ,1005.54 ,2604.49 ,994.12 ,3496.43 ,2035.13 ,1473.95 ,2859.82 
2012/3/27,1822.12 ,1920.52 ,2192.94 ,3819.28 ,1345.19 ,2160.53 ,5686.72 ,1859.55 ,1525.58 ,3449.67 ,1609.60 ,1708.81 ,2375.42 ,3390.81 ,2573.72 ,1631.20 ,3550.45 ,1599.66 ,3308.54 ,841.77 ,1588.73 ,473.70 ,1375.64 ,2112.34 ,1005.81 ,2609.31 ,988.60 ,3491.16 ,2020.13 ,1470.12 ,2833.96 
2012/3/28,1728.30 ,1833.74 ,2098.57 ,3641.57 ,1277.99 ,2062.34 ,5556.89 ,1780.22 ,1457.72 ,3312.24 ,1554.25 ,1657.17 ,2326.87 ,3253.24 ,2479.39 ,1561.82 ,3397.92 ,1540.62 ,3158.35 ,802.99 ,1520.53 ,452.14 ,1324.44 ,2079.64 ,978.52 ,2513.28 ,945.64 ,3329.51 ,1958.42 ,1412.08 ,2728.15 
2012/3/29,1690.91 ,1799.58 ,2067.97 ,3526.28 ,1246.96 ,2051.52 ,5519.10 ,1754.08 ,1433.54 ,3260.79 ,1536.63 ,1638.10 ,2342.72 ,3190.39 ,2461.23 ,1526.35 ,3333.37 ,1519.92 ,3100.38 ,768.98 ,1496.26 ,444.98 ,1301.44 ,2061.21 ,958.54 ,2478.79 ,921.50 ,3257.16 ,1926.67 ,1386.77 ,2691.46 
2012/3/30,1682.67 ,1785.93 ,2052.44 ,3488.74 ,1243.01 ,2068.13 ,5413.55 ,1750.96 ,1421.54 ,3243.59 ,1538.35 ,1648.97 ,2370.98 ,3189.43 ,2439.41 ,1526.29 ,3338.65 ,1528.22 ,3084.01 ,777.59 ,1492.13 ,438.68 ,1304.15 ,2088.45 ,973.61 ,2501.25 ,920.70 ,3264.06 ,1924.10 ,1387.56 ,2707.12 
2012/4/5,1736.01 ,1836.31 ,2099.50 ,3617.38 ,1281.73 ,2126.75 ,5644.02 ,1800.53 ,1468.91 ,3320.95 ,1570.12 ,1684.18 ,2426.82 ,3284.44 ,2511.03 ,1569.73 ,3499.89 ,1571.70 ,3162.02 ,804.22 ,1536.52 ,453.83 ,1332.11 ,2082.20 ,1020.02 ,2563.32 ,957.15 ,3361.12 ,1955.60 ,1428.59 ,2746.98 
2012/4/6,1753.42 ,1847.51 ,2116.52 ,3626.32 ,1296.56 ,2123.79 ,5737.12 ,1803.50 ,1479.85 ,3327.63 ,1573.48 ,1684.26 ,2448.90 ,3299.45 ,2525.92 ,1587.14 ,3523.52 ,1582.73 ,3161.36 ,803.51 ,1550.81 ,457.00 ,1331.93 ,2081.69 ,1027.87 ,2578.02 ,959.25 ,3379.16 ,1970.13 ,1437.50 ,2763.22 
2012/4/9,1721.40 ,1824.14 ,2133.57 ,3591.83 ,1272.81 ,2095.41 ,5725.60 ,1789.47 ,1467.86 ,3288.01 ,1558.97 ,1680.02 ,2413.32 ,3259.62 ,2503.26 ,1577.91 ,3503.87 ,1561.65 ,3129.03 ,794.14 ,1530.06 ,448.20 ,1309.38 ,2059.01 ,1019.02 ,2550.22 ,953.08 ,3321.21 ,1948.89 ,1427.88 ,2758.81 
2012/4/10,1734.31 ,1838.88 ,2137.16 ,3616.66 ,1287.98 ,2130.22 ,5735.26 ,1806.48 ,1484.56 ,3319.02 ,1575.34 ,1692.72 ,2469.18 ,3290.63 ,2537.19 ,1601.58 ,3544.67 ,1571.47 ,3151.19 ,804.16 ,1543.72 ,456.79 ,1323.18 ,2074.53 ,1034.69 ,2580.76 ,965.91 ,3371.14 ,1960.27 ,1440.57 ,2756.66 
