Date,High,Close,Low,Index
2012/12/18,"2,613.60","2,581.45","2,562.84",104
2012/12/19,"2,601.81","2,587.89","2,572.28",105
2012/12/20,"2,605.26","2,600.04","2,560.25",106
2012/12/21,"2,631.31","2,591.21","2,582.36",107
2012/12/24,"2,614.72","2,604.32","2,585.10",108
2012/12/25,"2,681.80","2,672.23","2,589.83",109
2012/12/26,"2,693.84","2,693.84","2,667.94",110
2012/12/27,"2,713.80","2,675.29","2,674.76",111
2012/12/28,"2,711.24","2,710.57","2,670.78",112
2012/12/31,"2,749.85","2,749.85","2,716.07",113
2013/1/4,"2,781.73","2,745.76","2,719.25",114
2013/1/7,"2,768.49","2,766.23","2,733.93",115
2013/1/8,"2,780.80","2,773.17","2,739.21",116
2013/1/9,"2,789.25","2,775.96","2,751.26",117
2013/1/10,"2,803.90","2,786.29","2,766.75",118
2013/1/11,"2,793.60","2,729.87","2,721.97",119
2013/1/14,"2,834.11","2,829.59","2,721.45",120
2013/1/15,"2,872.71","2,862.97","2,831.01",121
2013/1/16,"2,868.32","2,849.66","2,806.75",122
2013/1/17,"2,849.03","2,820.92","2,809.30",123
2013/1/18,"2,874.73","2,867.30","2,820.25",124
2013/1/21,"2,887.05","2,886.81","2,856.78",125
2013/1/22,"2,887.75","2,857.39","2,837.15",126
2013/1/23,"2,871.28","2,866.98","2,830.28",127
2013/1/24,"2,912.85","2,824.58","2,803.92",128
2013/1/25,"2,834.96","2,815.89","2,809.88",129
2013/1/28,"2,897.07","2,896.96","2,819.16",130
2013/1/29,"2,931.92","2,923.65","2,892.68",131
2013/1/30,"2,936.27","2,935.02","2,905.87",132
2013/1/31,"2,939.11","2,926.96","2,911.11",133
2013/2/1,"2,971.60","2,971.19","2,913.42",134
2013/2/4,"2,991.46","2,965.34","2,949.71",135
2013/2/5,"2,996.06","2,992.21","2,943.74",136
2013/2/6,"3,012.52","3,002.05","2,989.85",137
2013/2/7,"3,004.80","2,996.61","2,962.50",138
2013/2/8,"3,037.10","3,021.59","2,992.27",139
2013/2/18,"3,039.38","3,008.44","2,996.22",140
2013/2/19,"3,011.08","2,954.18","2,942.48",141
2013/2/20,"2,989.78","2,989.72","2,942.97",142
2013/2/21,"2,965.54","2,906.31","2,880.79",143
2013/2/22,"2,920.86","2,894.49","2,889.15",144
2013/2/25,"2,924.71","2,913.19","2,895.13",145
2013/2/26,"2,933.75","2,872.45","2,870.20",146
2013/2/27,"2,913.50","2,890.58","2,864.48",147
2013/2/28,"2,965.45","2,965.17","2,889.19",148
2013/3/1,"2,979.71","2,978.12","2,935.61",149
2013/3/4,"2,935.86","2,857.58","2,838.68",150
2013/3/5,"2,934.81","2,934.54","2,850.75",151
2013/3/6,"2,977.68","2,972.80","2,936.67",152
2013/3/7,"2,977.88","2,938.91","2,910.11",153
2013/3/8,"2,952.48","2,918.76","2,913.89",154
2013/3/11,"2,927.38","2,909.62","2,890.42",155
2013/3/12,"2,932.22","2,854.86","2,823.55",156
2013/3/13,"2,851.92","2,826.40","2,806.03",157
2013/3/14,"2,848.48","2,835.13","2,815.06",158
2013/3/15,"2,893.92","2,840.83","2,804.92",159
2013/3/18,"2,845.26","2,802.65","2,800.17",160
2013/3/19,"2,819.99","2,819.67","2,778.93",161
2013/3/20,"2,904.72","2,904.72","2,819.84",162
2013/3/21,"2,932.02","2,921.36","2,901.66",163
2013/3/22,"2,933.78","2,927.39","2,908.58",164
2013/3/25,"2,945.91","2,923.44","2,912.49",165
2013/3/26,"2,915.74","2,890.98","2,864.65",166
2013/3/27,"2,925.70","2,899.80","2,880.55",167
2013/3/28,"2,860.96","2,810.36","2,807.97",168
2013/3/29,"2,823.34","2,807.68","2,794.80",169
2013/4/1,"2,828.45","2,814.73","2,799.68",170
2013/4/2,"2,844.44","2,793.55","2,785.81",171
2013/4/3,"2,807.79","2,780.52","2,770.04",172
2013/4/8,"2,779.33","2,778.87","2,717.77",173
2013/4/9,"2,812.09","2,800.91","2,781.68",174
2013/4/10,"2,807.10","2,794.06","2,772.33",175
2013/4/11,"2,813.81","2,785.08","2,783.55",176
2013/4/12,"2,795.87","2,765.45","2,762.96",177
2013/4/15,"2,760.22","2,733.45","2,725.95",178
2013/4/16,"2,760.43","2,759.70","2,707.53",179
2013/4/17,"2,771.64","2,770.14","2,743.23",180
2013/4/18,"2,788.55","2,777.63","2,745.35",181
2013/4/19,"2,853.12","2,845.67","2,780.97",182
2013/4/22,"2,852.05","2,851.75","2,833.43",183
2013/4/23,"2,852.07","2,766.06","2,764.37",184
2013/4/24,"2,831.52","2,820.86","2,762.57",185
2013/4/25,"2,830.14","2,783.02","2,781.40",186
2013/4/26,"2,797.19","2,747.91","2,742.48",187
2013/5/2,"2,759.76","2,756.81","2,725.96",188
2013/5/3,"2,828.66","2,807.88","2,764.31",189
2013/5/6,"2,856.83","2,850.85","2,816.73",190
2013/5/7,"2,864.70","2,856.48","2,833.07",191
2013/5/8,"2,883.51","2,876.90","2,856.49",192
2013/5/9,"2,878.04","2,869.45","2,844.57",193
2013/5/10,"2,887.73","2,885.84","2,856.72",194
2013/5/13,"2,891.98","2,885.67","2,867.18",195
2013/5/14,"2,880.99","2,847.50","2,831.34",196
2013/5/15,"2,873.60","2,873.60","2,846.23",197
2013/5/16,"2,914.90","2,913.58","2,855.95",198
2013/5/17,"2,962.21","2,956.85","2,909.05",199
2013/5/20,"2,995.43","2,987.07","2,955.49",200
2013/5/21,"3,007.96","3,007.96","2,975.32",201
2013/5/22,"3,018.96","2,996.78","2,982.22",202
2013/5/23,"3,010.66","2,965.26","2,960.00",203
2013/5/24,"2,995.76","2,994.76","2,961.27",204
2013/5/27,"3,014.51","3,009.88","2,990.93",205
2013/5/28,"3,035.99","3,035.99","2,981.55",206
2013/5/29,"3,055.54","3,044.28","3,037.21",207
2013/5/30,"3,049.20","3,042.46","3,026.95",208
2013/5/31,"3,053.48","3,017.23","3,016.04",209
2013/6/3,"3,032.37","3,004.29","2,997.07",210
2013/6/4,"3,001.18","2,953.44","2,937.24",211
2013/6/5,"2,964.27","2,956.44","2,934.47",212
2013/6/6,"2,950.81","2,913.96","2,911.62",213
2013/6/7,"2,927.17","2,865.33","2,853.58",214
2013/6/13,"2,828.31","2,777.61","2,737.18",215
2013/6/14,"2,817.35","2,813.83","2,781.42",216
2013/6/17,"2,829.94","2,810.44","2,795.28",217
2013/6/18,"2,827.85","2,823.22","2,790.73",218
2013/6/19,"2,810.82","2,805.03","2,763.37",219
2013/6/20,"2,788.95","2,713.98","2,712.87",220
2013/6/21,"2,720.26","2,704.65","2,642.69",221
2013/6/24,"2,696.26","2,537.95","2,523.47",222
2013/6/25,"2,537.07","2,530.91","2,357.43",223
2013/6/26,"2,558.42","2,558.25","2,503.26",224
2013/6/27,"2,597.32","2,534.05","2,532.08",225
2013/6/28,"2,595.43","2,557.20","2,500.84",226
2013/7/1,"2,591.28","2,590.97","2,531.45",227
2013/7/2,"2,619.08","2,617.40","2,578.04",228
2013/7/3,"2,613.69","2,607.74","2,558.60",229
2013/7/4,"2,654.39","2,626.45","2,577.37",230
2013/7/5,"2,656.89","2,620.47","2,619.42",231
2013/7/8,"2,589.28","2,535.79","2,534.36",232
2013/7/9,"2,549.38","2,543.03","2,518.68",233
2013/7/10,"2,615.20","2,615.20","2,539.06",234
2013/7/11,"2,734.50","2,710.37","2,620.61",235
2013/7/12,"2,727.22","2,671.82","2,670.45",236
2013/7/15,"2,734.08","2,719.19","2,676.61",237
2013/7/16,"2,739.98","2,739.98","2,696.23",238
2013/7/17,"2,750.49","2,700.01","2,694.41",239
2013/7/18,"2,701.70","2,675.37","2,660.53",240
2013/7/19,"2,693.04","2,613.58","2,612.95",241
2013/7/22,"2,646.52","2,645.86","2,581.67",242
2013/7/23,"2,720.03","2,716.08","2,653.34",243
2013/7/24,"2,722.86","2,715.14","2,672.48",244
2013/7/25,"2,729.66","2,681.40","2,672.89",245
2013/7/26,"2,688.31","2,672.79","2,646.11",246
2013/7/29,"2,655.27","2,619.84","2,613.66",247
2013/7/30,"2,651.75","2,623.50","2,584.15",248
2013/7/31,"2,664.63","2,632.49","2,624.27",249
2013/8/1,"2,701.69","2,701.69","2,638.68",250
2013/8/2,"2,734.38","2,707.50","2,704.22",251
2013/8/5,"2,747.29","2,747.29","2,705.85",252
2013/8/6,"2,777.73","2,770.21","2,730.01",253
2013/8/7,"2,783.03","2,747.08","2,742.39",254
2013/8/8,"2,768.56","2,749.01","2,733.54",255
2013/8/9,"2,774.68","2,757.32","2,723.41",256
2013/8/12,"2,815.57","2,815.57","2,764.64",257
2013/8/13,"2,828.40","2,828.36","2,807.63",258
2013/8/14,"2,847.08","2,819.04","2,808.36",259
2013/8/15,"2,828.97","2,786.79","2,785.12",260
2013/8/16,"2,858.74","2,747.39","2,746.18",261
2013/8/19,"2,792.73","2,789.96","2,725.62",262
2013/8/20,"2,813.45","2,778.13","2,766.53",263
2013/8/21,"2,785.71","2,784.15","2,757.37",264
2013/8/22,"2,802.75","2,785.15","2,773.56",265
2013/8/23,"2,801.34","2,773.28","2,727.22",266
2013/8/26,"2,831.39","2,831.00","2,775.42",267
2013/8/27,"2,845.87","2,845.87","2,820.70",268
2013/8/28,"2,849.27","2,825.69","2,807.92",269
2013/8/29,"2,837.69","2,819.86","2,805.02",270
2013/8/30,"2,836.61","2,799.24","2,786.91",271
2013/9/2,"2,819.63","2,812.89","2,777.85",272
2013/9/3,"2,855.34","2,855.01","2,811.24",273
2013/9/4,"2,865.52","2,855.86","2,845.23",274
2013/9/5,"2,863.19","2,855.10","2,844.05",275
2013/9/6,"2,879.85","2,876.20","2,849.45",276
2013/9/9,"2,943.42","2,939.44","2,885.74",277
2013/9/10,"2,972.02","2,971.76","2,936.05",278
2013/9/11,"2,989.40","2,961.37","2,947.49",279
2013/9/12,"2,993.05","2,979.32","2,949.04",280
2013/9/13,"2,985.20","2,972.44","2,957.64",281
2013/9/16,"2,989.85","2,972.23","2,960.50",282
2013/9/17,"2,973.70","2,917.22","2,916.54",283
2013/9/18,"2,935.36","2,933.50","2,902.39",284
2013/9/23,"2,987.40","2,987.09","2,942.03",285
2013/9/24,"2,985.68","2,972.43","2,941.84",286
2013/9/25,"2,984.52","2,956.96","2,950.83",287
2013/9/26,"2,950.01","2,902.39","2,900.81",288
2013/9/27,"2,922.56","2,913.18","2,898.58",289
2013/9/30,"2,942.90","2,942.85","2,923.73",290
2013/10/8,"2,990.09","2,987.54","2,931.07",291
2013/10/9,"3,013.75","3,013.55","2,970.01",292
2013/10/10,"3,017.56","2,987.01","2,979.02",293
2013/10/11,"3,034.03","3,033.06","2,999.45",294
2013/10/14,"3,057.67","3,051.61","3,029.17",295
2013/10/15,"3,058.70","3,048.28","3,026.03",296
2013/10/16,"3,039.00","2,976.25","2,961.80",297
2013/10/17,"3,004.81","2,969.99","2,962.26",298
2013/10/18,"2,994.59","2,986.39","2,964.26",299
2013/10/21,"3,051.98","3,051.97","2,987.75",300
2013/10/22,"3,056.11","3,019.58","3,011.86",301
2013/10/23,"3,035.64","2,965.48","2,954.00",302
2013/10/24,"2,970.28","2,944.28","2,938.39",303
2013/10/25,"2,957.87","2,897.50","2,879.92",304
2013/10/28,"2,904.35","2,893.30","2,876.04",305
2013/10/29,"2,924.17","2,860.94","2,798.75",306
2013/10/30,"2,905.32","2,905.02","2,851.97",307
2013/10/31,"2,896.20","2,865.65","2,862.77",308
2013/11/1,"2,878.94","2,866.14","2,839.14",309
2013/11/4,"2,888.31","2,871.91","2,864.92",310
2013/11/5,"2,894.10","2,893.99","2,834.81",311
2013/11/6,"2,904.21","2,862.25","2,861.86",312
2013/11/7,"2,862.40","2,835.46","2,825.23",313
2013/11/8,"2,833.36","2,795.87","2,792.03",314
2013/11/11,"2,819.07","2,808.51","2,776.96",315
2013/11/12,"2,837.56","2,836.47","2,804.97",316
2013/11/13,"2,824.75","2,779.23","2,779.02",317
2013/11/14,"2,809.81","2,809.20","2,761.37",318
2013/11/15,"2,891.69","2,865.33","2,810.87",319
2013/11/18,"2,946.85","2,946.82","2,878.47",320
2013/11/19,"2,953.07","2,941.95","2,928.91",321
2013/11/20,"2,962.57","2,962.50","2,933.50",322
2013/11/21,"2,954.77","2,949.04","2,922.67",323
2013/11/22,"2,958.19","2,935.14","2,928.55",324
2013/11/25,"2,959.33","2,929.89","2,917.78",325
2013/11/26,"2,942.75","2,933.35","2,920.02",326
2013/11/27,"2,972.06","2,968.90","2,929.18",327
2013/11/28,"3,016.51","2,995.76","2,972.67",328
2013/11/29,"3,010.73","3,008.75","2,992.80",329
2013/12/2,"2,998.76","2,918.94","2,895.65",330
2013/12/3,"2,965.26","2,960.49","2,897.35",331
2013/12/4,"3,020.09","3,000.60","2,952.24",332
2013/12/5,"3,007.59","2,991.01","2,981.60",333
2013/12/6,"2,995.36","2,977.32","2,967.82",334
2013/12/9,"2,997.05","2,991.35","2,979.27",335
2013/12/10,"3,006.98","2,993.85","2,980.95",336
2013/12/11,"2,982.43","2,955.24","2,937.08",337
2013/12/12,"2,978.41","2,962.43","2,949.01",338
2013/12/13,"2,973.76","2,964.94","2,937.28",339
2013/12/16,"2,970.49","2,920.04","2,916.97",340
2013/12/17,"2,925.59","2,903.89","2,894.81",341
2013/12/18,"2,917.35","2,902.26","2,893.53",342
2013/12/19,"2,919.64","2,874.12","2,872.87",343
2013/12/20,"2,882.97","2,823.69","2,818.63",344
2013/12/23,"2,835.85","2,823.99","2,789.33",345
2013/12/24,"2,863.14","2,838.26","2,814.99",346
2013/12/25,"2,868.54","2,868.54","2,831.12",347
2013/12/26,"2,866.51","2,819.03","2,818.05",348
2013/12/27,"2,876.71","2,866.68","2,817.24",349
2013/12/30,"2,883.69","2,871.45","2,864.24",350
2013/12/31,"2,894.54","2,893.21","2,855.66",351
2014/1/2,"2,900.91","2,900.63","2,878.86",352
2014/1/3,"2,895.09","2,874.32","2,862.22",353
2014/1/6,"2,868.36","2,803.29","2,798.03",354
2014/1/7,"2,818.93","2,814.10","2,781.72",355
2014/1/8,"2,846.58","2,825.83","2,809.62",356
2014/1/9,"2,845.43","2,793.50","2,792.66",357
2014/1/10,"2,792.84","2,758.99","2,752.45",358
2014/1/13,"2,779.85","2,748.42","2,734.15",359
2014/1/14,"2,789.06","2,788.85","2,739.11",360
2014/1/15,"2,797.83","2,797.39","2,776.97",361
2014/1/16,"2,816.67","2,798.91","2,790.83",362
2014/1/17,"2,792.60","2,764.64","2,762.70",363
2014/1/20,"2,770.57","2,746.05","2,733.12",364
2014/1/21,"2,782.69","2,781.52","2,746.91",365
2014/1/22,"2,850.18","2,849.94","2,783.85",366
2014/1/23,"2,866.71","2,854.23","2,845.21",367
2014/1/24,"2,890.31","2,882.48","2,843.88",368
2014/1/27,"2,882.47","2,860.21","2,850.66",369
2014/1/28,"2,878.57","2,859.09","2,838.65",370
2014/1/29,"2,882.22","2,879.79","2,861.89",371
2014/1/30,"2,874.51","2,856.84","2,851.54",372
2014/2/7,"2,890.70","2,890.70","2,830.91",373
2014/2/10,"2,966.33","2,965.07","2,900.65",374
2014/2/11,"2,988.62","2,977.54","2,946.29",375
2014/2/12,"2,999.40","2,999.06","2,966.21",376
2014/2/13,"3,008.95","2,964.70","2,964.68",377
2014/2/14,"3,003.12","3,002.93","2,959.71",378
2014/2/17,"3,044.70","3,044.69","3,010.33",379
2014/2/18,"3,044.53","3,024.97","3,014.24",380
2014/2/19,"3,054.89","3,042.60","3,009.01",381
2014/2/20,"3,057.48","3,005.35","3,003.45",382
2014/2/21,"3,007.95","2,984.67","2,961.52",383
2014/2/24,"2,967.91","2,955.74","2,917.03",384
2014/2/25,"2,975.54","2,860.97","2,847.92",385
2014/2/26,"2,874.03","2,873.72","2,816.12",386
2014/2/27,"2,909.02","2,846.49","2,843.19",387
2014/2/28,"2,877.70","2,877.26","2,811.49",388
2014/3/3,"2,915.71","2,915.71","2,867.47",389
2014/3/4,"2,916.35","2,912.23","2,880.01",390
2014/3/5,"2,919.91","2,895.41","2,890.47",391
2014/3/6,"2,909.18","2,901.32","2,855.84",392
2014/3/7,"2,918.94","2,893.16","2,881.17",393
2014/3/10,"2,869.88","2,792.69","2,788.85",394
2014/3/11,"2,813.75","2,797.95","2,772.78",395
2014/3/12,"2,821.66","2,799.26","2,761.23",396
2014/3/13,"2,837.17","2,834.67","2,799.92",397
2014/3/14,"2,837.63","2,819.06","2,799.63",398
2014/3/17,"2,863.76","2,863.74","2,818.03",399
2014/3/18,"2,885.71","2,869.03","2,863.43",400
2014/3/19,"2,861.31","2,856.79","2,829.31",401
2014/3/20,"2,870.69","2,795.26","2,795.26",402
2014/3/21,"2,869.68","2,866.00","2,770.37",403
2014/3/24,"2,894.89","2,884.39","2,856.61",404
2014/3/25,"2,899.64","2,883.67","2,868.34",405
2014/3/26,"2,896.92","2,887.80","2,878.50",406
2014/3/27,"2,891.99","2,851.41","2,851.41",407
2014/3/28,"2,859.43","2,815.04","2,806.71",408
2014/3/31,"2,824.22","2,801.24","2,785.23",409
2014/4/1,"2,835.21","2,834.97","2,795.87",410
2014/4/2,"2,849.02","2,841.92","2,830.36",411
2014/4/3,"2,856.01","2,831.17","2,822.44",412
2014/4/4,"2,861.20","2,860.84","2,819.41",413
2014/4/8,"2,909.31","2,906.99","2,847.91",414
2014/4/9,"2,925.36","2,922.67","2,906.96",415
2014/4/10,"2,967.53","2,951.85","2,917.02",416
2014/4/11,"2,953.00","2,943.27","2,928.67",417
2014/4/14,"2,953.54","2,952.68","2,932.97",418
2014/4/15,"2,947.62","2,918.78","2,913.96",419
2014/4/16,"2,929.56","2,921.63","2,904.40",420
2014/4/17,"2,931.87","2,916.66","2,913.99",421
2014/4/18,"2,923.01","2,922.43","2,896.96",422
2014/4/21,"2,929.07","2,876.06","2,875.69",423
2014/4/22,"2,885.20","2,871.33","2,830.47",424
2014/4/23,"2,881.34","2,864.56","2,854.04",425
2014/4/24,"2,874.13","2,848.01","2,844.80",426
2014/4/25,"2,854.54","2,803.59","2,803.32",427
2014/4/28,"2,796.01","2,737.39","2,734.82",428
2014/4/29,"2,770.08","2,770.01","2,733.03",429
2014/4/30,"2,786.59","2,782.73","2,764.73",430
2014/5/5,"2,796.73","2,795.58","2,760.92",431
2014/5/6,"2,820.47","2,805.43","2,789.26",432
2014/5/7,"2,797.58","2,768.45","2,768.05",433
2014/5/8,"2,804.92","2,768.01","2,756.86",434
2014/5/9,"2,770.67","2,752.85","2,734.41",435
2014/5/12,"2,815.31","2,814.11","2,761.00",436
2014/5/13,"2,821.24","2,809.57","2,799.47",437
2014/5/14,"2,819.05","2,807.94","2,801.68",438
2014/5/15,"2,805.64","2,763.50","2,761.65",439
2014/5/16,"2,765.80","2,760.31","2,735.87",440
2014/5/19,"2,754.18","2,734.65","2,718.36",441
2014/5/20,"2,762.40","2,740.79","2,734.61",442
2014/5/21,"2,765.51","2,765.51","2,715.38",443
2014/5/22,"2,796.39","2,763.34","2,761.68",444
2014/5/23,"2,789.86","2,789.86","2,758.96",445
2014/5/26,"2,812.60","2,812.25","2,799.38",446
2014/5/27,"2,816.16","2,801.61","2,799.43",447
2014/5/28,"2,834.58","2,833.39","2,796.65",448
2014/5/29,"2,841.78","2,807.80","2,807.72",449
2014/5/30,"2,822.21","2,812.16","2,793.02",450
2014/6/3,"2,826.14","2,806.22","2,805.61",451
2014/6/4,"2,804.05","2,781.95","2,763.15",452
2014/6/5,"2,814.58","2,814.33","2,775.86",453
2014/6/6,"2,815.24","2,800.26","2,785.95",454
2014/6/9,"2,815.69","2,791.17","2,789.39",455
2014/6/10,"2,826.11","2,826.07","2,784.73",456
2014/6/11,"2,836.26","2,834.22","2,818.40",457
2014/6/12,"2,836.93","2,827.94","2,819.34",458
2014/6/13,"2,862.49","2,858.13","2,823.73",459
2014/6/16,"2,880.38","2,877.47","2,859.11",460
2014/6/17,"2,871.64","2,850.28","2,848.95",461
2014/6/18,"2,852.73","2,834.03","2,832.94",462
2014/6/19,"2,839.21","2,773.13","2,761.37",463
2014/6/20,"2,793.51","2,793.45","2,767.32",464
2014/6/23,"2,816.07","2,806.46","2,795.44",465
2014/6/24,"2,823.37","2,823.21","2,804.08",466
2014/6/25,"2,820.02","2,809.01","2,798.82",467
2014/6/26,"2,842.01","2,839.68","2,809.82",468
2014/6/27,"2,863.27","2,851.29","2,831.08",469
2014/6/30,"2,875.74","2,875.34","2,853.21",470
2014/7/1,"2,884.48","2,884.27","2,870.11",471
2014/7/2,"2,897.98","2,897.54","2,872.35",472
