Date,North
2018-03-06,9.7959
2018-03-07,-25.668
2018-03-08,28.2628
2018-03-09,14.0238
2018-03-12,23.6795
2018-03-13,13.6071
2018-03-14,5.9018
2018-03-15,13.775
2018-03-16,-21.8511
2018-03-19,8.8464
2018-03-20,-8.7201
2018-03-21,5.3763
2018-03-22,3.7191
2018-03-23,-17.4569
2018-03-26,38.3993
2018-03-27,10.5906
2018-03-28,7.026
2018-04-03,29.0643
2018-04-04,14.1143
2018-04-09,32.7447
2018-04-10,33.4512
2018-04-11,9.4043
2018-04-12,28.3148
2018-04-13,23.0219
2018-04-16,26.0775
2018-04-17,6.8762
2018-04-18,72.2168
2018-04-19,52.6644
2018-04-20,-11.6035
2018-04-23,23.3335
2018-04-24,39.0022
2018-04-25,13.791
2018-04-26,-30.9994
2018-04-27,25.0302
2018-05-02,45.6991
2018-05-03,4.0768
2018-05-04,-13.3396
2018-05-07,27.0898
2018-05-08,19.4055
2018-05-09,21.8643
2018-05-10,30.0867
2018-05-11,25.4995
2018-05-14,56.858
2018-05-15,36.3212
2018-05-16,11.0733
2018-05-17,22.7985
2018-05-18,34.3788
2018-05-23,22.3112
2018-05-24,20.4888
2018-05-25,20.3426
2018-05-28,38.7221
2018-05-29,14.6587
2018-05-30,12.7001
2018-05-31,57.4777
2018-06-01,21.9287
2018-06-04,60.3214
2018-06-05,37.3664
2018-06-06,26.6042
2018-06-07,41.4189
2018-06-08,1.4284
2018-06-11,42.6168
2018-06-12,24.9211
2018-06-13,14.1626
2018-06-14,28.0602
2018-06-15,26.2838
2018-06-19,-21.1157
2018-06-20,7.5352
2018-06-21,-9.1094
2018-06-22,1.1157
2018-06-25,-37.794
2018-06-26,23.6324
2018-06-27,-12.5065
2018-06-28,8.05
2018-07-03,3.4326
2018-07-04,-14.3282
2018-07-05,22.6555
2018-07-06,43.8544
2018-07-09,34.3163
2018-07-10,6.0923
2018-07-11,-2.5362
2018-07-12,17.9244
2018-07-13,10.8864
2018-07-16,-0.9932
2018-07-17,-6.3304
2018-07-18,-1.0469
2018-07-19,24.3952
2018-07-20,21.36
2018-07-23,-1.3849
2018-07-24,26.3474
2018-07-25,16.1758
2018-07-26,3.9327
2018-07-27,25.567
2018-07-30,23.5058
2018-07-31,30.9291
2018-08-01,9.3866
2018-08-02,3.6291
2018-08-03,5.1057
2018-08-06,30.6312
2018-08-07,29.8501
2018-08-08,16.5803
2018-08-09,52.145
2018-08-10,0.5425
2018-08-13,-5.7795
2018-08-14,-13.3972
2018-08-15,-15.2714
2018-08-16,21.719
2018-08-17,3.6753
2018-08-20,56.561
2018-08-21,28.1475
2018-08-22,20.0322
2018-08-23,12.5992
2018-08-24,-1.7687
2018-08-27,21.6764
2018-08-28,14.3072
2018-08-29,20.3195
2018-08-30,6.1636
2018-08-31,37.6719
2018-09-03,2.7077
2018-09-04,13.5113
2018-09-05,-31.0886
2018-09-06,8.8629
2018-09-07,-2.5409
2018-09-10,-6.0471
2018-09-11,-0.4203
2018-09-12,-10.4535
2018-09-13,27.3993
2018-09-14,28.0742
2018-09-17,6.9134
2018-09-18,19.171
2018-09-19,7.7618
2018-09-20,48.0023
2018-09-26,18.7773
2018-09-27,28.894
2018-09-28,16.263
2018-10-08,-97.1611
2018-10-09,-30.7984
2018-10-10,-16.1204
2018-10-11,-36.3236
2018-10-12,10.7254
2018-10-15,-11.0467
2018-10-18,-6.3395
2018-10-19,43.2254
2018-10-22,-7.6201
2018-10-23,-3.5305
2018-10-24,14.7065
2018-10-25,-36.0184
2018-10-26,-16.6513
2018-10-29,27.8841
2018-10-30,2.295
2018-10-31,57.4869
2018-11-01,84.8247
2018-11-02,173.8467
2018-11-05,9.3837
2018-11-06,-17.953
2018-11-07,20.2859
2018-11-08,38.5726
2018-11-09,0.9247
2018-11-12,11.0318
2018-11-13,23.96
2018-11-14,-8.9636
2018-11-15,25.3776
2018-11-16,19.9578
2018-11-19,16.4212
2018-11-20,-30.6416
2018-11-21,9.5104
2018-11-22,-6.7549
2018-11-23,-10.512
2018-11-26,23.9296
2018-11-27,1.4538
2018-11-28,25.3917
2018-11-29,10.7326
2018-11-30,48.346
2018-12-03,121.4136
2018-12-04,42.9169
2018-12-05,8.9071
2018-12-06,-42.2951
2018-12-07,-5.1223
2018-12-10,-17.7016
2018-12-11,3.0051
2018-12-12,12.6574
2018-12-13,66.1944
2018-12-14,-17.075
2018-12-17,12.5861
2018-12-18,-30.1215
2018-12-19,-7.8479
2018-12-20,-11.7963
2018-12-21,-1.929
2018-12-27,5.3359
2018-12-28,22.2967
2019-01-02,3.5387
2019-01-03,7.8012
2019-01-04,2.3686
2019-01-07,16.4635
2019-01-08,14.1605
2019-01-09,67.6312
2019-01-10,16.3921
2019-01-11,42.6643
2019-01-14,-16.8417
2019-01-15,51.8028
2019-01-16,25.2732
2019-01-17,25.856
2019-01-18,84.2101
2019-01-21,32.237
2019-01-22,-13.9297
2019-01-23,18.1194
2019-01-24,24.4563
2019-01-25,34.9324
2019-01-28,49.4045
2019-01-29,23.7598
2019-01-30,9.9416
2019-01-31,86.6391
2019-02-01,55.4659
2019-02-11,45.6904
2019-02-12,53.2622
2019-02-13,86.0133
2019-02-14,56.8098
2019-02-15,21.9383
2019-02-18,47.8807
2019-02-19,16.1802
2019-02-20,47.5817
2019-02-21,23.1807
2019-02-22,59.9899
2019-02-25,-7.1605
2019-02-26,19.9278
2019-02-27,48.7555
2019-02-28,28.3993
2019-03-01,30.2042
2019-03-04,35.3956
2019-03-05,41.5746
2019-03-06,-8.346
2019-03-07,-39.6991
2019-03-08,-12.277
2019-03-11,-19.8666
2019-03-12,9.9724
2019-03-13,-23.4714
2019-03-14,23.328
2019-03-15,22.8852
2019-03-18,33.8769
2019-03-19,-15.9886
2019-03-20,-1.0559
2019-03-21,-11.9487
2019-03-22,-13.5718
2019-03-25,-107.7445
2019-03-26,9.9557
2019-03-27,-4.9619
2019-03-28,-15.6303
2019-03-29,110.9315
2019-04-01,31.1818
2019-04-02,-1.6143
2019-04-03,29.0534
2019-04-04,-14.5222
2019-04-08,-44.4076
2019-04-09,-4.0262
2019-04-10,-33.522
2019-04-11,-41.9867
2019-04-12,-5.0723
2019-04-15,-22.7432
2019-04-16,34.3249
2019-04-17,-18.7757
2019-04-23,-64.977
2019-04-24,-35.2516
2019-04-25,-17.0638
2019-04-26,-10.426
2019-04-29,45.3273
2019-04-30,-5.4689
2019-05-06,-56.2353
2019-05-07,-11.4174
2019-05-08,-49.6337
2019-05-09,-56.8095
2019-05-14,-108.9967
2019-05-15,9.0745
2019-05-16,-33.9697
2019-05-17,-56.1104
2019-05-20,-24.2644
2019-05-21,-36.8439
2019-05-22,-44.9386
2019-05-23,-41.1407
2019-05-24,-16.1754
2019-05-27,-19.0502
2019-05-28,55.6686
2019-05-29,-32.5141
2019-05-30,-7.8827
2019-05-31,-5.4977
2019-06-03,44.0698
2019-06-04,10.6425
2019-06-05,30.5782
2019-06-06,10.7856
2019-06-10,78.9727
2019-06-11,69.4596
2019-06-12,12.8601
2019-06-13,11.7104
2019-06-14,-16.3821
2019-06-17,5.0731
2019-06-18,15.9216
2019-06-19,49.2374
2019-06-20,55.6491
2019-06-21,73.305
2019-06-24,-19.111
2019-06-25,-32.9954
2019-06-26,-12.1347
2019-06-27,38.3888
2019-07-02,11.2181
2019-07-03,-4.8953
2019-07-04,9.7682
2019-07-05,4.2771
2019-07-08,-36.059
2019-07-09,-26.198
2019-07-10,-16.3741
2019-07-11,24.3587
2019-07-12,14.5927
2019-07-15,-14.41
2019-07-16,10.092
2019-07-17,17.5105
2019-07-18,18.4497
2019-07-19,61.8924
2019-07-22,3.85
2019-07-23,-4.0566
2019-07-24,20.5019
2019-07-25,19.4873
2019-07-26,-13.8667
2019-07-29,0.5898
2019-07-30,24.5098
2019-07-31,-4.9916
2019-08-01,-11.5082
2019-08-02,-68.1199
2019-08-05,-34.6303
2019-08-06,-29.7873
2019-08-07,-30.5043
2019-08-08,25.4925
2019-08-09,13.949
2019-08-12,22.3917
2019-08-13,-24.3609
2019-08-14,11.8365
2019-08-15,1.3724
2019-08-16,-2.1734
2019-08-19,78.4761
2019-08-20,-12.6233
2019-08-21,19.9941
2019-08-22,15.1533
2019-08-23,11.4877
2019-08-26,-30.3373
2019-08-27,112.7098
2019-08-28,-7.7841
2019-08-29,3.8317
2019-08-30,67.1955
2019-09-02,53.099
2019-09-03,0.1866
2019-09-04,49.7288
2019-09-05,91.8323
2019-09-06,85.2392
2019-09-09,27.8546
2019-09-10,23.7874
2019-09-11,24.3202
2019-09-12,32.9548
2019-09-16,9.0994
2019-09-17,-5.182
2019-09-18,39.2137
2019-09-19,26.9258
2019-09-20,148.6234
2019-09-23,-15.3135
2019-09-24,27.5172
2019-09-25,4.9296
2019-09-26,24.9747
2019-09-27,3.185
2019-09-30,-6.3517
2019-10-08,17.4395
2019-10-09,-22.1687
2019-10-10,1.3633
2019-10-11,37.2614
2019-10-14,27.0163
2019-10-15,36.7125
2019-10-16,27.3642
2019-10-17,17.3879
2019-10-18,-12.4349
2019-10-21,29.1477
2019-10-22,2.9485
2019-10-23,-18.0457
2019-10-24,5.6042
2019-10-25,15.3767
2019-10-28,28.397
2019-10-29,24.2363
2019-10-30,28.9953
2019-10-31,73.8932
2019-11-01,74.4927
2019-11-04,40.8483
2019-11-05,52.0048
2019-11-06,7.9107
2019-11-07,21.096
2019-11-08,13.6693
2019-11-11,6.6996
2019-11-12,-0.1081
2019-11-13,-17.6304
2019-11-14,12.1102
2019-11-15,16.8429
2019-11-18,14.5905
2019-11-19,25.2435
2019-11-20,1.8988
2019-11-21,6.2913
2019-11-22,9.4476
2019-11-25,56.364
2019-11-26,214.3015
2019-11-27,24.2167
2019-11-28,17.3801
2019-11-29,6.71
2019-12-02,27.1045
2019-12-03,34.566
2019-12-04,39.5756
2019-12-05,60.6456
2019-12-06,43.6179
2019-12-09,33.9078
2019-12-10,29.5471
2019-12-11,23.6794
2019-12-12,65.2177
2019-12-13,52.7059
2019-12-16,7.0001
2019-12-17,88.0653
2019-12-18,44.831
2019-12-19,35.3637
2019-12-20,37.1532
2019-12-23,17.4915
2019-12-27,46.809
2019-12-30,44.2797
2019-12-31,-1.6225
2020-01-02,101.4705
2020-01-03,33.6085
2020-01-06,43.5521
2020-01-07,45.0696
2020-01-08,14.2295
2020-01-09,75.5058
2020-01-10,29.5824
2020-01-13,77.1047
2020-01-14,34.2796
2020-01-15,10.4414
2020-01-16,38.465
2020-01-17,35.2135
2020-01-20,41.93
2020-01-21,-71.2802
2020-01-22,-7.6391
2020-01-23,-117.618
2020-02-03,181.8939
2020-02-04,49.2017
2020-02-05,-3.0814
2020-02-06,105.5796
2020-02-07,-32.9928
2020-02-10,-32.7234
2020-02-11,10.4352
2020-02-12,14.8511
2020-02-13,7.912
2020-02-14,43.2275
2020-02-17,53.6239
2020-02-18,-53.9047
2020-02-19,37.4464
2020-02-20,38.9792
2020-02-21,-11.2008
2020-02-24,-87.0514
2020-02-25,-48.3134
2020-02-26,-67.2689
2020-02-27,-39.405
2020-02-28,-51.368
2020-03-02,41.5201
2020-03-03,4.8029
2020-03-04,-7.8043
2020-03-05,48.1062
2020-03-06,-30.4211
2020-03-09,-143.1889
2020-03-10,30.9587
2020-03-11,-74.6503
2020-03-12,-83.8038
2020-03-13,-147.263
2020-03-16,-98.0748
2020-03-17,-82.3803
2020-03-18,-71.9123
2020-03-19,-102.2035
2020-03-20,16.8663
2020-03-23,-79.9926
2020-03-24,39.8714
2020-03-25,25.0386
2020-03-26,-13.5751
2020-03-27,34.1373
2020-03-30,-1.2569
2020-03-31,16.4985
2020-04-01,42.35
2020-04-02,43.3176
2020-04-03,-19.4318
2020-04-07,126.7376
2020-04-08,-34.527
2020-04-14,142.2898
2020-04-15,33.5439
2020-04-16,38.1451
2020-04-17,86.2363
2020-04-20,0.4993
2020-04-21,-27.5252
2020-04-22,11.7806
2020-04-23,6.9105
2020-04-24,32.4975
2020-04-27,39.3859
2020-04-28,10.3669
2020-05-06,11.4035
2020-05-07,-31.4842
2020-05-08,48.6505
2020-05-11,26.4756
2020-05-12,17.4994
2020-05-13,-2.0464
2020-05-14,-13.2481
2020-05-15,11.9438
2020-05-18,34.0387
2020-05-19,36.9905
2020-05-20,20.3856
2020-05-21,21.3103
2020-05-22,-33.2551
2020-05-25,21.4531
2020-05-26,38.8548
2020-05-27,12.8847
2020-05-28,28.1829
2020-05-29,51.0717
2020-06-01,104.8564
2020-06-02,19.2868
2020-06-03,44.142
2020-06-04,28.8347
2020-06-05,43.3946
2020-06-08,6.1424
2020-06-09,46.285
2020-06-10,4.2241
2020-06-11,1.4518
2020-06-12,-8.9501
2020-06-15,-40.7018
2020-06-16,39.7039
2020-06-17,-27.2142
2020-06-18,49.5657
2020-06-19,182.3336
2020-06-22,21.8237
2020-06-23,7.5248
2020-06-24,18.5582
2020-06-29,-14.469
2020-07-02,171.1509
2020-07-03,131.9388
2020-07-06,136.5222
2020-07-07,98.4385
2020-07-08,11.5329
2020-07-09,79.5141
2020-07-10,-43.9312
2020-07-13,68.5035
2020-07-14,-173.8415
2020-07-15,-27.0562
2020-07-16,-69.2036
2020-07-17,10.4342
2020-07-20,-58.9896
2020-07-21,-30.1124
2020-07-22,41.7026
2020-07-23,-36.5361
2020-07-24,-163.5739
2020-07-27,-15.1432
2020-07-28,-22.328
2020-07-29,77.3135
2020-07-30,-63.3808
2020-07-31,-19.0316
2020-08-03,-1.9528
2020-08-04,21.3665
2020-08-05,-19.8107
2020-08-06,-25.4751
2020-08-07,-18.6227
2020-08-10,0.0737
2020-08-11,39.4822
2020-08-12,-16.3774
2020-08-13,-20.8217
2020-08-14,64.2907
2020-08-17,57.1343
2020-08-18,-20.3772
2020-08-19,-61.3363
2020-08-20,-28.3248
2020-08-21,11.2679
2020-08-24,19.4732
2020-08-25,17.3802
2020-08-26,-11.7728
2020-08-27,-10.0498
2020-08-28,64.4278
2020-08-31,-80.2602
2020-09-01,-2.9993
2020-09-02,-66.1426
2020-09-03,-10.0382
2020-09-04,-63.1761
2020-09-07,-54.6539
2020-09-08,63.5066
2020-09-09,-37.5816
2020-09-10,9.9887
2020-09-11,12.9093
2020-09-14,-31.4333
2020-09-15,33.2117
2020-09-16,7.4201
2020-09-17,4.3901
2020-09-18,94.7356
2020-09-21,-64.9577
2020-09-22,-20.0179
2020-09-23,-27.5282
2020-09-24,-121.6786
2020-09-25,-12.9201
2020-09-28,-10.7894
2020-09-29,-0.9394
2020-09-30,-29.0391
2020-10-09,112.6684
2020-10-12,135.0999
2020-10-14,-15.5468
2020-10-15,-3.3314
2020-10-16,-5.0289
2020-10-19,-32.4304
2020-10-20,-11.1252
2020-10-21,-69.224
2020-10-22,-27.4781
2020-10-27,-46.3691
2020-10-28,1.8637
2020-10-29,17.8639
2020-10-30,-56.7344
2020-11-02,30.8047
2020-11-03,31.2138
2020-11-04,2.3597
2020-11-05,109.9714
2020-11-06,39.8098
2020-11-09,196.9918
2020-11-10,-41.0979
2020-11-11,-9.2981
2020-11-12,-5.068
2020-11-13,-49.3973
2020-11-16,25.8949
2020-11-17,0.5333
2020-11-18,-0.1418
2020-11-19,4.3848
2020-11-20,24.4332
2020-11-23,100.5118
2020-11-24,-1.375
2020-11-25,-15.6883
2020-11-26,60.2894
2020-11-27,24.7648
2020-11-30,49.3945
2020-12-01,162.9281
2020-12-02,-40.2484
2020-12-03,35.9442
2020-12-04,37.3851
2020-12-07,-11.6012
2020-12-08,66.7565
2020-12-09,38.899
2020-12-10,15.2161
2020-12-11,-39.6782
2020-12-14,2.2282
2020-12-15,-3.5011
2020-12-16,19.1542
2020-12-17,80.578
2020-12-18,-13.6241
2020-12-21,78.6074
2020-12-22,-35.8569
2020-12-23,43.3861
2020-12-28,-4.0814
2020-12-29,44.712
2020-12-30,64.4008
2020-12-31,30.7843
2021-01-04,-5.4191
2021-01-05,-44.4437
2021-01-06,2.3592
2021-01-07,32.6307
2021-01-08,206.1462
2021-01-11,8.9358
2021-01-12,84.4484
2021-01-13,27.1215
2021-01-14,51.0704
2021-01-15,8.0134
2021-01-18,16.3659
2021-01-19,9.1846
2021-01-20,33.9425
2021-01-21,56.7791
2021-01-22,-20.1978
2021-01-25,19.31
2021-01-26,-35.412
2021-01-27,-12.5473
2021-01-28,-64.0457
2021-01-29,25.3283
2021-02-01,34.592
2021-02-02,32.8087
2021-02-03,34.2299
2021-02-04,67.7057
2021-02-05,83.9253
2021-02-08,79.297
2021-02-09,26.2361
2021-02-10,-17.8018
2021-02-18,50.7348
2021-02-19,95.5262
2021-02-22,-11.1395
2021-02-23,6.5077
2021-02-24,-6.7324
2021-02-25,-7.3245
2021-02-26,-56.3206
2021-03-01,37.8646
2021-03-02,-67.9062
2021-03-03,90.103
2021-03-04,-73.6914
2021-03-05,5.267
2021-03-08,-85.8885
2021-03-09,24.3104
2021-03-10,52.2502
2021-03-11,67.194
2021-03-12,8.2715
2021-03-15,36.8698
2021-03-16,55.7237
2021-03-17,1.6473
2021-03-18,33.1541
2021-03-19,-40.3157
2021-03-22,71.6312
2021-03-23,-71.8391
2021-03-24,50.0575
2021-03-25,27.4851
2021-03-26,64.3014
2021-03-29,-58.4246
2021-03-30,38.0722
2021-03-31,-79.0316
2021-04-07,-28.1583
2021-04-08,-17.0292
2021-04-09,-8.0715
2021-04-12,43.0422
2021-04-13,84.7105
2021-04-14,57.3138
2021-04-15,-9.5011
2021-04-16,71.5256
2021-04-19,163.1568
2021-04-20,-4.9748
2021-04-21,-10.5671
2021-04-22,-15.9668
2021-04-23,78.5946
2021-04-26,32.041
2021-04-27,35.1235
2021-04-28,20.0792
2021-04-29,50.8764
2021-04-30,-16.122
2021-05-06,1.8429
2021-05-07,3.8044
2021-05-10,45.2668
2021-05-11,-47.8075
2021-05-12,-4.2812
2021-05-13,-56.3952
2021-05-14,90.3354
2021-05-17,25.7803
2021-05-20,-15.2457
2021-05-21,-5.7831
2021-05-24,18.8623
2021-05-25,217.2333
2021-05-26,91.0324
2021-05-27,146.2735
2021-05-28,-5.2625
2021-05-31,52.108
2021-06-01,11.0267
2021-06-02,-20.1384
2021-06-03,15.2114
2021-06-04,30.6697
2021-06-07,-39.7177
2021-06-08,3.0082
2021-06-09,28.1373
2021-06-10,68.203
2021-06-11,-30.3207
2021-06-15,-51.5369
2021-06-16,-4.0517
2021-06-17,15.9371
2021-06-18,-10.3981
2021-06-21,-20.0913
2021-06-22,-24.1295
2021-06-23,81.9848
2021-06-24,30.9718
2021-06-25,141.0305
2021-06-28,-40.5531
2021-06-29,-31.3922
2021-07-02,-86.0252
2021-07-05,59.1895
2021-07-06,-0.6016
2021-07-07,43.7267
2021-07-08,-17.0106
2021-07-09,-2.1124
2021-07-12,16.4204
2021-07-13,25.7879
2021-07-14,-108.0585
2021-07-15,123.9817
2021-07-16,-41.4444
2021-07-19,43.7414
2021-07-20,30.6383
2021-07-21,31.1718
2021-07-22,59.2664
2021-07-23,-46.5949
2021-07-26,-128.0173
2021-07-27,-41.7189
2021-07-28,80.5282
2021-07-29,42.2796
2021-07-30,22.4716
2021-08-02,51.8386
2021-08-03,17.9915
2021-08-04,55.4574
2021-08-05,-19.6532
2021-08-06,-4.744
2021-08-09,44.6613
2021-08-10,10.4171
2021-08-11,-28.1526
2021-08-12,-1.7832
2021-08-13,-12.3809
2021-08-16,62.0161
2021-08-17,14.7411
2021-08-18,34.325
2021-08-19,-107.8313
2021-08-20,-108.1602
2021-08-23,18.3131
2021-08-24,53.1504
2021-08-25,34.1865
2021-08-26,12.2906
2021-08-27,62.0304
2021-08-30,18.8674
2021-08-31,61.4698
2021-09-01,76.88
2021-09-02,51.369
2021-09-03,70.6805
2021-09-06,33.8065
2021-09-07,60.6861
2021-09-08,-16.1795
2021-09-09,26.1515
2021-09-10,36.1893
2021-09-13,-38.2436
2021-09-14,-41.2827
2021-09-15,21.3951
2021-09-16,-30.1416
2021-09-23,-43.0912
2021-09-24,27.3049
2021-09-27,14.7705
2021-09-28,47.8591
2021-09-29,-2.6682
2021-09-30,9.7046
2021-10-08,-25.7176
2021-10-11,1.8724
2021-10-12,-13.7851
2021-10-15,26.9263
2021-10-18,-80.1845
2021-10-19,39.0648
2021-10-20,40.7945
2021-10-21,101.5399
2021-10-22,131.8158
2021-10-25,8.9419
2021-10-26,8.4534
2021-10-27,-30.4237
2021-10-28,71.7185
2021-10-29,47.3798
2021-11-01,7.1119
2021-11-02,23.6503
2021-11-03,7.3146
2021-11-04,12.0539
2021-11-05,-5.9896
2021-11-08,-10.0252
2021-11-09,-21.1564
2021-11-10,-118.0978
2021-11-11,86.0974
2021-11-12,36.2705
2021-11-15,33.8242
2021-11-16,41.9931
2021-11-17,-2.3787
2021-11-18,-44.5279
2021-11-19,82.9251
2021-11-22,14.3527
2021-11-23,52.2268
2021-11-24,23.6967
2021-11-25,11.7155
2021-11-26,-44.8889
2021-11-29,32.8422
2021-11-30,-34.1064
2021-12-01,30.0093
2021-12-02,30.2125
2021-12-03,92.2104
2021-12-06,3.9514
2021-12-07,79.4946
2021-12-08,96.8476
2021-12-09,216.5631
