index,ATR,modified_chg
1041,0.00999248660044281,0.9112423263845775
1042,0.009972519880733508,-0.6907490933734561
1043,0.00974346843964556,0.7550851586980647
1044,0.009849083620708108,-0.298754346211397
1045,0.009850477135634193,0.08271841471520079
1046,0.009777823232564792,0.5266504750052441
1047,0.009789028279318815,-0.6299450293387073
1048,0.009786297316587768,1.269868717626906
1049,0.009833670794804905,0.6526275510930867
1050,0.009875861502543028,0.3571165958814838
1051,0.009810738440130914,0.2854007697434744
1052,0.009655746688287954,0.0554545201098611
1053,0.009235010469793432,-0.06363396588331281
1054,0.009232077656276311,-0.4532011650418627
1055,0.009210690893707097,0.4714041806256172
1056,0.009198559229745395,0.85923114347257
1057,0.009182194044040883,-0.24971074680000202
1058,0.009112413121466515,-0.09281925776329593
1059,0.00907834565436607,0.5603211197483257
1060,0.009267140165643985,0.20553128102847543
1061,0.009078834444980748,-0.2469752548872099
1062,0.009073219358793539,-0.5376124400977167
1063,0.00910128216465242,0.6440405358110082
1064,0.009113088117822443,-1.4316891038912651
1065,0.009216921939611268,-1.1015291661442945
1066,0.009298168003625677,0.0029018298519050568
1067,0.009199771829784717,0.8635519290015389
1068,0.009231712584409293,-0.3755255788220706
1069,0.009013781485267545,0.1325354455110664
1070,0.009020379489674612,-3.955126134094129
1071,0.009567701312127237,0.23232161649884653
1072,0.009683919889776762,-0.6467207787515727
1073,0.009429121157948589,0.016778937006454928
1074,0.009502802166537348,0.5998112425132054
1075,0.009510611459070364,-0.24673752588937958
1076,0.009423574098430584,-0.3549295286780939
1077,0.00949843953112215,0.8360669054556803
1078,0.009553409097011807,-0.07292845932517845
1079,0.00947719416055103,-1.023453369909624
1080,0.009576292552301262,0.4183631797552615
1081,0.009548583546603852,0.004296986520774964
1082,0.009428185306681132,-0.3809928659396993
1083,0.00947605206502448,-0.242759671426975
1084,0.009474793264689302,0.2080638261432474
1085,0.009443842680072987,0.9607154463939471
1086,0.009318993068887688,1.0349400679789766
1087,0.009395042457958035,0.028770238642661254
1088,0.009376118791569679,-0.643059641305523
1089,0.009402910178493021,0.5204373935201244
1090,0.00940313858617171,-0.28881925339614267
1091,0.009268164412744636,-0.9318998745995376
1092,0.00918646079733082,-0.7745044881892595
1093,0.00923885634339272,-0.896415030715839
1094,0.00936412887191401,-2.085918776268066
1095,0.009868808806468048,0.6559024311390822
1096,0.009963064549454502,-0.012222572310756137
1104,0.009907592003879726,0.6831564559565788
1105,0.009905129536641815,-0.04662114849801487
1106,0.009910756882940295,0.5972650899167559
1107,0.009983079274277695,0.5949033097868097
1108,0.009806103196397771,0.14702538763554557
1109,0.009676569619322015,0.6257188238700842
1110,0.009638733206312027,-0.03197762266041459
1111,0.009559611902055353,-0.7100345379828641
1112,0.009640024306528112,0.6413434017906606
1113,0.009696617943729613,-0.7380962580242436
1114,0.009753765434224302,1.1789144746880753
1115,0.009834660158201341,0.6242607587546805
1116,0.009783463045474719,0.34594549924187823
1117,0.009735653245195932,-0.24412670511287998
1118,0.009727233572773409,0.13919843296172552
1119,0.009686581416419733,-0.786119218600957
1120,0.009534451432126135,0.30049474490725986
1121,0.009524329788172003,0.22802319200206592
1122,0.009489947163658214,-0.6515153629393738
1123,0.009504937132477718,0.05895943125523498
1124,0.00949999317231745,0.8606156859492667
1125,0.00940197481155463,0.2161635627679668
1126,0.009253138974453913,-0.288264682832448
1127,0.009270541974939256,-0.7078161069750087
1128,0.009261327542206424,0.04111866112367013
1129,0.009226636622312233,0.8175116796954227
1130,0.009339086627961391,-0.12658302054764897
1131,0.008786654341988824,0.027253389064366945
1132,0.008602815851348972,0.825036388181365
1133,0.008532639138680244,-0.9289556587797454
1134,0.0085261292577864,0.2503491115420498
1135,0.008488378201452073,0.34454076666928535
1136,0.00849177830387524,-0.5007630876722886
1137,0.008516869212429296,0.18653261306622673
1138,0.008583689933795583,0.5692088082444412
1139,0.00863263846645424,-0.33264210064284416
1140,0.008552422876010683,-0.2793166172759362
1141,0.00835145409176518,-0.41348222119384814
1142,0.008418751501344544,-1.568184466677424
1143,0.00858100512274771,0.42322791194823656
1144,0.008547771284364054,1.9084772751020953
1145,0.008754248290743918,0.33379103779326613
1146,0.008688330717838819,0.11461697849532214
1147,0.00860530352208605,-0.6014414108706442
1148,0.008659024180905315,0.6479438518747559
1149,0.008813140180631018,-0.5933087136347278
1150,0.008810536199868537,0.3014268141936127
1151,0.008852129546078434,-1.2304180248339722
1152,0.008898231408012805,-0.9187103081317203
1153,0.008962054666680163,-0.7369454547852824
1154,0.008933347109858913,-0.9620063422655819
1155,0.008543843945867127,0.0008628200305560664
1156,0.008411834685316626,-0.28579444090905437
1157,0.008409194549990796,-2.215306046620078
1158,0.008674964103737276,0.3528788576724062
1159,0.008606103679028006,0.23626655402092492
1160,0.00855973957570697,0.2863186726475164
1161,0.008843505871762278,0.201448712667023
1162,0.008837289039129751,-0.11498469846168825
1163,0.008825554137996789,-0.3376261837186131
1164,0.008833624510191583,-0.30042013405004664
1165,0.008883010186297871,-1.0641311846869024
1166,0.008944891563427537,-1.4570682501708574
1167,0.008979134228537737,0.26270955987564826
1168,0.00906294137582586,-1.2987502564214026
1169,0.00925990106075846,-0.04994833550625291
1170,0.009475993757000005,0.32532357932815287
1171,0.009566799217686866,0.39035510688410613
