date,Close,Volume
2015-12-09,2.51,2427621
2015-12-10,2.526,2722032
2015-12-11,2.51,1970367
2015-12-14,2.555,2504075
2015-12-15,2.577,2636008
2015-12-16,2.593,2537198
2015-12-17,2.674,2707358
2015-12-18,2.668,2117621
2015-12-21,2.663,2297002
2015-12-22,2.656,1798790
2015-12-23,2.6,2424334
2015-12-24,2.624,2494359
2015-12-25,2.62,2236704
2015-12-28,2.551,1865996
2015-12-29,2.58,1865284
2015-12-30,2.605,1631224
2015-12-31,2.539,1343768
2016-01-04,2.306,1875801
2016-01-05,2.275,3867289
2016-01-06,2.321,3417992
2016-01-07,2.096,1203798
2016-01-08,2.125,4174901
2016-01-11,1.999,4643732
2016-01-12,2.036,2609035
2016-01-13,1.964,2055166
2016-01-14,2.072,2218448
2016-01-15,1.997,2574903
2016-01-18,2.07,2912857
2016-01-19,2.126,3527495
2016-01-20,2.085,3131662
2016-01-21,2.006,2873125
2016-01-22,2.042,3147389
2016-01-25,2.04,1795250
2016-01-26,1.888,4044459
2016-01-27,1.887,4303859
2016-01-28,1.808,2629486
2016-01-29,1.879,2911766
2016-02-01,1.895,2481211
2016-02-02,1.972,3045712
2016-02-03,1.988,2885674
2016-02-04,2.024,5669151
2016-02-05,1.999,4615432
2016-02-15,2.017,4167725
2016-02-16,2.099,4250795
2016-02-17,2.109,4345463
2016-02-18,2.09,4214813
2016-02-19,2.106,5694718
2016-02-22,2.142,4314314
2016-02-23,2.117,3993192
2016-02-24,2.097,4070632
2016-02-25,1.896,8334199
2016-02-26,1.902,5943378
2016-02-29,1.77,4588137
2016-03-01,1.824,4719124
2016-03-02,1.912,5727378
2016-03-03,1.902,6073920
2016-03-04,1.81,6328748
2016-03-07,1.853,6205238
2016-03-08,1.888,7583684
2016-03-09,1.848,5798796
2016-03-10,1.835,5021458
2016-03-11,1.834,4022368
2016-03-14,1.925,6539860
2016-03-15,1.891,5133046
2016-03-16,1.878,5759163
2016-03-17,1.991,11204059
2016-03-18,2.076,10227920
2016-03-21,2.116,6438543
2016-03-22,2.099,6730784
2016-03-23,2.148,7245496
2016-03-24,2.1,7282058
2016-03-25,2.099,6181155
2016-03-28,2.073,5507096
2016-03-29,2.039,5438191
2016-03-30,2.134,5627064
2016-03-31,2.119,5153021
2016-04-01,2.097,5730624
2016-04-05,2.168,6790260
2016-04-06,2.181,6042148
2016-04-07,2.145,4668404
2016-04-08,2.125,4759335
2016-04-11,2.17,4797405
2016-04-12,2.162,4846060
2016-04-13,2.177,5861528
2016-04-14,2.212,5585268
2016-04-15,2.195,3395353
2016-04-18,2.16,4743527
2016-04-19,2.161,4712872
2016-04-20,2.03,7695534
2016-04-21,2.003,4630005
2016-04-22,2.038,3644602
2016-04-25,2.023,2980270
2016-04-26,2.054,3170106
2016-04-27,2.041,3197011
2016-04-28,2.048,3045858
2016-04-29,2.033,2465148
2016-05-03,2.112,5746738
2016-05-04,2.102,4067831
2016-05-05,2.116,3961828
2016-05-06,2.018,6311791
2016-05-09,1.955,4445741
2016-05-10,1.95,3339784
2016-05-11,1.93,3649159
2016-05-12,1.932,3220815
2016-05-13,1.92,2925200
2016-05-16,1.953,3143015
2016-05-17,1.977,4567618
2016-05-18,1.921,3250508
2016-05-19,1.938,3092648
2016-05-20,1.961,3718798
2016-05-23,1.992,3580265
2016-05-24,1.975,3347928
2016-05-25,1.965,2982243
2016-05-26,1.985,4621033
2016-05-27,1.968,3193706
2016-05-30,1.959,2481897
2016-05-31,2.069,5272627
2016-06-01,2.067,4225593
2016-06-02,2.088,3056935
2016-06-03,2.109,5251021
2016-06-06,2.102,3063377
2016-06-07,2.098,2731964
2016-06-08,2.092,3138997
2016-06-13,1.967,4376778
2016-06-14,1.967,3925353
2016-06-15,2.04,5174330
2016-06-16,2.009,3447652
2016-06-17,2.034,4317038
2016-06-20,2.03,3292488
2016-06-21,2.007,3818565
2016-06-22,2.055,4266318
2016-06-23,2.051,3853563
2016-06-24,2.043,6498082
2016-06-27,2.109,5492111
2016-06-28,2.128,5171557
2016-06-29,2.121,3372756
2016-06-30,2.132,3036062
2016-07-01,2.116,3334125
2016-07-04,2.153,3971360
2016-07-05,2.148,3251296
2016-07-06,2.148,1919199
2016-07-07,2.141,2175192
2016-07-08,2.145,2692981
2016-07-11,2.125,1877318
2016-07-12,2.155,3655280
2016-07-13,2.188,4236044
2016-07-14,2.19,3339479
2016-07-15,2.164,3138970
2016-07-18,2.148,3769672
2016-07-19,2.173,3451598
2016-07-20,2.165,2697472
2016-07-21,2.167,2412059
2016-07-22,2.154,2092158
2016-07-25,2.146,1683287
2016-07-26,2.182,2308505
2016-07-27,2.061,6514483
2016-07-28,2.044,3956703
2016-07-29,2.031,2351326
2016-08-01,2.013,3943984
2016-08-02,2.025,2179841
2016-08-03,2.017,1797202
2016-08-04,2.04,1795408
2016-08-05,2.022,1474876
2016-08-08,2.041,2156866
2016-08-09,2.061,2343517
2016-08-10,2.043,2688114
2016-08-11,2.017,1989860
2016-08-12,2.035,1671247
2016-08-15,2.103,5594114
2016-08-16,2.105,2962461
2016-08-17,2.112,2381912
2016-08-18,2.108,2059277
2016-08-19,2.112,1427763
2016-08-22,2.072,1819292
2016-08-23,2.084,2170011
2016-08-24,2.098,2550871
2016-08-25,2.088,2636163
2016-08-26,2.095,2007330
2016-08-29,2.101,1325362
2016-08-30,2.104,1285239
2016-08-31,2.099,1672853
2016-09-01,2.084,1537773
2016-09-02,2.081,1254711
2016-09-05,2.088,1422011
2016-09-06,2.128,2970898
2016-09-07,2.114,3124352
2016-09-08,2.128,1232864
2016-09-09,2.109,1152942
2016-09-12,2.06,3530166
2016-09-13,2.055,1562229
2016-09-14,2.051,1326871
2016-09-19,2.072,1175238
2016-09-20,2.066,741129
2016-09-21,2.068,718914
2016-09-22,2.072,912522
2016-09-23,2.065,649535
2016-09-26,2.032,1414239
2016-09-27,2.049,1854730
2016-09-28,2.05,1151938
2016-09-29,2.058,776504
2016-09-30,2.062,512110
2016-10-10,2.119,1760306
2016-10-11,2.118,1037591
2016-10-12,2.116,893656
2016-10-13,2.113,1109354
2016-10-14,2.104,894258
2016-10-17,2.079,1174630
2016-10-18,2.107,1534366
2016-10-19,2.092,1058788
2016-10-20,2.101,789524
2016-10-21,2.09,1013664
2016-10-24,2.109,2202418
2016-10-25,2.109,1037451
2016-10-26,2.094,1152149
2016-10-27,2.092,666249
2016-10-28,2.071,1489418
2016-10-31,2.071,1238523
2016-11-01,2.082,1340308
2016-11-02,2.054,1336702
2016-11-03,2.062,2105738
2016-11-04,2.056,1687288
2016-11-07,2.043,1108717
2016-11-08,2.063,1592791
2016-11-09,2.032,1814599
2016-11-10,2.053,1723974
2016-11-11,2.06,1686738
2016-11-14,2.07,2135289
2016-11-15,2.089,2037412
2016-11-16,2.091,2662781
2016-11-17,2.074,1234155
2016-11-18,2.07,862820
2016-11-21,2.061,1145398
2016-11-22,2.086,2150689
2016-11-23,2.075,2436438
2016-11-24,2.054,1559166
2016-11-25,2.076,2058857
2016-11-28,2.071,1605870
2016-11-29,2.073,2059938
2016-11-30,2.092,3042287
2016-12-01,2.089,1338251
2016-12-02,2.055,2227677
2016-12-05,2.055,1910269
2016-12-06,2.036,1662374
2016-12-07,2.044,1043243
2016-12-08,2.028,1088350
2016-12-09,2.013,1477669
2016-12-12,1.902,3580867
2016-12-13,1.9,2565921
2016-12-14,1.88,1455802
2016-12-15,1.893,1553879
2016-12-16,1.908,1544205
2016-12-19,1.896,576976
2016-12-20,1.897,966099
2016-12-21,1.904,872115
2016-12-22,1.897,533975
2016-12-23,1.874,675523
2016-12-26,1.886,938586
2016-12-27,1.881,700095
2016-12-28,1.87,598143
2016-12-29,1.876,597377
2016-12-30,1.881,1208165
2017-01-03,1.881,569142
2017-01-04,1.907,1268433
2017-01-05,1.901,808785
2017-01-06,1.886,637273
2017-01-09,1.878,455546
2017-01-10,1.869,637245
2017-01-11,1.857,977105
2017-01-12,1.849,1064767
2017-01-13,1.82,1101223
2017-01-16,1.756,2571600
2017-01-17,1.787,2907816
2017-01-18,1.767,1505930
2017-01-19,1.768,1167288
2017-01-20,1.801,1821481
2017-01-23,1.807,626704
2017-01-24,1.786,708059
2017-01-25,1.794,473826
2017-01-26,1.804,430826
2017-02-03,1.802,412051
2017-02-06,1.82,928864
2017-02-07,1.807,713488
2017-02-08,1.822,919020
2017-02-09,1.833,1049925
2017-02-10,1.824,702526
2017-02-13,1.833,938694
2017-02-14,1.827,897032
2017-02-15,1.812,659948
2017-02-16,1.817,676779
2017-02-17,1.801,847230
2017-02-20,1.817,989914
2017-02-21,1.842,1152993
2017-02-22,1.838,1021327
2017-02-23,1.848,1113450
2017-02-24,1.859,1044113
2017-02-27,1.847,879682
2017-02-28,1.846,865102
2017-03-01,1.85,871857
2017-03-02,1.841,547043
2017-03-03,1.849,737075
2017-03-06,1.883,1464071
2017-03-07,1.895,1088009
2017-03-08,1.884,779683
2017-03-09,1.869,849527
2017-03-10,1.868,590482
2017-03-13,1.89,1215816
2017-03-14,1.875,1124812
2017-03-15,1.876,771932
2017-03-16,1.882,721987
2017-03-17,1.862,1117074
2017-03-20,1.87,892708
2017-03-21,1.879,515699
2017-03-22,1.864,1529804
2017-03-23,1.865,1731106
2017-03-24,1.882,725597
2017-03-27,1.864,665478
2017-03-28,1.863,418697
2017-03-29,1.845,1007643
2017-03-30,1.813,1474102
2017-03-31,1.826,901511
2017-04-05,1.861,665628
2017-04-06,1.859,501456
2017-04-07,1.865,541224
2017-04-10,1.832,476985
2017-04-11,1.836,1127883
2017-04-12,1.819,577019
2017-04-13,1.835,687693
2017-04-14,1.81,862709
2017-04-17,1.79,1299578
2017-04-18,1.772,832396
2017-04-19,1.763,1500867
2017-04-20,1.77,1003611
2017-04-21,1.761,880332
2017-04-24,1.737,1324229
2017-04-25,1.742,792405
2017-04-26,1.743,363643
2017-04-27,1.764,1502604
2017-04-28,1.777,866992
2017-05-02,1.773,501284
2017-05-03,1.763,511279
2017-05-04,1.769,1084637
2017-05-05,1.743,1553911
2017-05-08,1.716,1728978
2017-05-09,1.726,2171479
2017-05-10,1.7,2393477
2017-05-11,1.696,3348574
2017-05-12,1.698,1636130
2017-05-15,1.704,895948
2017-05-16,1.741,1794430
2017-05-17,1.743,1728842
2017-05-18,1.738,1315222
2017-05-19,1.725,982465
2017-05-22,1.711,1288382
2017-05-23,1.681,2049409
2017-05-24,1.703,2870807
2017-05-25,1.703,4058082
2017-05-26,1.689,2655762
2017-05-31,1.692,3189028
2017-06-01,1.661,1663429
2017-06-02,1.678,3507694
2017-06-05,1.689,2207064
2017-06-06,1.692,1314035
2017-06-07,1.73,3146698
2017-06-08,1.722,1689238
2017-06-09,1.725,1662672
2017-06-12,1.702,1608720
2017-06-13,1.723,2180762
2017-06-14,1.72,1333080
2017-06-15,1.744,3352447
2017-06-16,1.739,1318495
2017-06-19,1.746,1137842
2017-06-20,1.748,1815702
2017-06-21,1.753,1111860
2017-06-22,1.725,1067562
2017-06-23,1.737,1861228
2017-06-26,1.749,1476284
2017-06-27,1.746,1324418
2017-06-28,1.734,1093784
2017-06-29,1.742,1066992
2017-06-30,1.748,1184106
2017-07-03,1.764,1614596
2017-07-04,1.755,1120421
2017-07-05,1.761,1094746
2017-07-06,1.753,1335707
2017-07-07,1.75,716998
2017-07-10,1.716,1538696
2017-07-11,1.696,1461934
2017-07-12,1.697,1891946
2017-07-13,1.686,1207066
2017-07-14,1.662,1963990
2017-07-17,1.57,3561889
2017-07-18,1.579,2213342
2017-07-19,1.593,1628131
2017-07-20,1.59,1620749
2017-07-21,1.591,747248
2017-07-24,1.599,946498
2017-07-25,1.599,735778
2017-07-26,1.588,735347
2017-07-27,1.665,2959044
2017-07-28,1.647,1924265
2017-07-31,1.652,1011288
2017-08-01,1.65,1190311
2017-08-02,1.638,1371661
2017-08-03,1.651,1998340
2017-08-04,1.636,1031831
2017-08-07,1.651,1070921
2017-08-08,1.678,2199252
2017-08-09,1.675,1392266
2017-08-10,1.669,1108945
2017-08-11,1.659,1718932
2017-08-14,1.702,2364296
2017-08-15,1.706,1496965
2017-08-16,1.735,1924102
2017-08-17,1.746,2536532
2017-08-18,1.733,1417862
2017-08-21,1.737,1264746
2017-08-22,1.726,1162437
2017-08-23,1.717,1230914
2017-08-24,1.705,1279758
2017-08-25,1.723,1454571
2017-08-28,1.755,2402909
2017-08-29,1.743,1535018
2017-08-30,1.756,1613679
2017-08-31,1.765,1343713
2017-09-01,1.776,1753435
2017-09-04,1.796,1455842
2017-09-05,1.796,1394205
2017-09-06,1.813,1611863
2017-09-07,1.8,1632370
2017-09-08,1.791,1398557
2017-09-11,1.807,1023148
2017-09-12,1.793,1222547
2017-09-13,1.797,972239
2017-09-14,1.787,839012
2017-09-15,1.782,895529
2017-09-18,1.808,1141358
2017-09-19,1.79,1150825
2017-09-20,1.801,761997
2017-09-21,1.78,764904
2017-09-22,1.773,1079249
2017-09-25,1.75,807223
2017-09-26,1.746,966425
2017-09-27,1.757,815794
2017-09-28,1.761,730491
2017-09-29,1.78,570514
2017-10-09,1.8,902553
2017-10-10,1.828,1283464
2017-10-11,1.814,1147732
2017-10-12,1.811,785693
2017-10-13,1.84,1188638
2017-10-16,1.796,2194893
2017-10-17,1.786,922739
2017-10-18,1.778,846062
2017-10-19,1.775,859962
2017-10-20,1.794,712277
2017-10-23,1.806,1204250
2017-10-24,1.812,750796
2017-10-25,1.818,775261
2017-10-26,1.823,947333
2017-10-27,1.801,708489
2017-10-30,1.764,1579106
2017-10-31,1.773,898699
2017-11-01,1.769,929278
2017-11-02,1.745,844634
2017-11-03,1.732,1341182
2017-11-06,1.754,770446
2017-11-07,1.76,716436
2017-11-08,1.765,1038651
2017-11-09,1.779,683479
2017-11-10,1.8,1019940
2017-11-13,1.799,629013
2017-11-14,1.788,839600
2017-11-15,1.758,896095
2017-11-16,1.765,907137
2017-11-17,1.723,1444113
2017-11-20,1.755,1326033
2017-11-21,1.75,1080589
2017-11-22,1.744,1151992
2017-11-23,1.692,1359305
2017-11-24,1.678,997676
2017-11-27,1.66,1068216
2017-11-28,1.682,1356762
2017-11-29,1.674,787182
2017-11-30,1.663,648333
2017-12-01,1.687,1466779
2017-12-04,1.676,1156242
2017-12-05,1.644,1209397
2017-12-06,1.663,2725132
2017-12-07,1.656,1327841
2017-12-08,1.675,1088584
2017-12-11,1.698,1174630
2017-12-12,1.675,707964
2017-12-13,1.691,786223
2017-12-14,1.68,741366
2017-12-15,1.673,957791
2017-12-18,1.667,570027
2017-12-19,1.683,1220989
2017-12-20,1.661,668020
2017-12-21,1.668,878279
2017-12-22,1.663,558834
2017-12-25,1.642,1037449
2017-12-26,1.644,1066961
2017-12-27,1.63,873376
2017-12-28,1.637,984560
2017-12-29,1.644,935020
2018-01-02,1.665,983128
2018-01-03,1.689,1912283
2018-01-04,1.693,925578
2018-01-05,1.696,890407
2018-01-08,1.701,706129
2018-01-09,1.699,577035
2018-01-10,1.689,715802
2018-01-11,1.701,1468520
2018-01-12,1.685,804909
2018-01-15,1.634,1989656
2018-01-16,1.631,1441133
2018-01-17,1.639,3289036
2018-01-18,1.636,1993958
2018-01-19,1.63,1832485
2018-01-22,1.67,2948239
2018-01-23,1.667,2040673
2018-01-24,1.714,5850316
2018-01-25,1.708,7049033
2018-01-26,1.72,3586477
2018-01-29,1.701,4965788
2018-01-30,1.687,4049143
2018-01-31,1.633,5281661
2018-02-01,1.603,5622720
2018-02-02,1.607,4988302
2018-02-05,1.594,3260216
2018-02-06,1.505,6148774
2018-02-07,1.523,6332948
2018-02-08,1.548,4195420
2018-02-09,1.502,5801713
2018-02-12,1.553,5167943
2018-02-13,1.557,3208402
2018-02-14,1.549,1913003
2018-02-22,1.58,3030288
2018-02-23,1.572,1880539
2018-02-26,1.63,5175198
2018-02-27,1.639,4628523
2018-02-28,1.651,4197628
2018-03-01,1.687,3678588
2018-03-02,1.669,4515403
2018-03-05,1.69,2949836
2018-03-06,1.693,3373910
2018-03-07,1.679,2217325
2018-03-08,1.686,2274747
2018-03-09,1.755,7878414
2018-03-12,1.777,6867064
2018-03-13,1.767,3685880
2018-03-14,1.741,4468052
2018-03-15,1.742,6701459
2018-03-16,1.716,4298468
2018-03-19,1.736,4145099
2018-03-20,1.76,5314534
2018-03-21,1.72,4142583
2018-03-22,1.711,3658481
2018-03-23,1.622,11432224
2018-03-26,1.673,8328624
2018-03-27,1.738,8486973
2018-03-28,1.73,6829592
2018-03-29,1.739,4242984
2018-03-30,1.791,8552652
2018-04-02,1.788,7302463
2018-04-03,1.764,6971305
2018-04-04,1.732,5269261
2018-04-09,1.737,5599840
2018-04-10,1.732,5783070
2018-04-11,1.729,4809650
2018-04-12,1.72,3665975
2018-04-13,1.721,3978376
2018-04-16,1.736,5560541
2018-04-17,1.683,7492720
2018-04-18,1.718,9475695
2018-04-19,1.715,5757564
2018-04-20,1.684,5757464
2018-04-23,1.653,5675704
2018-04-24,1.705,6202017
2018-04-25,1.715,5353027
2018-04-26,1.681,4445481
2018-04-27,1.707,4338080
2018-05-02,1.701,4266399
2018-05-03,1.726,6793981
2018-05-04,1.712,4598616
2018-05-07,1.749,5590692
2018-05-08,1.753,3871212
2018-05-09,1.749,3015205
2018-05-10,1.762,4070745
2018-05-11,1.734,4851431
2018-05-14,1.728,2943563
2018-05-15,1.756,4322164
2018-05-16,1.745,3943829
2018-05-17,1.729,3139178
2018-05-18,1.731,4633737
2018-05-21,1.757,5618534
2018-05-22,1.77,4378531
2018-05-23,1.745,3327789
2018-05-24,1.737,2846846
2018-05-25,1.705,5064068
2018-05-28,1.698,3238263
2018-05-29,1.678,4152866
2018-05-30,1.633,5973139
2018-05-31,1.649,5650489
2018-06-01,1.62,4501198
2018-06-04,1.613,4228868
2018-06-05,1.653,5639087
2018-06-06,1.65,3217527
2018-06-07,1.636,2227249
2018-06-08,1.62,3805286
2018-06-11,1.601,3784942
2018-06-12,1.619,4830004
2018-06-13,1.597,3347012
2018-06-14,1.587,4651490
2018-06-15,1.554,5400178
2018-06-19,1.467,7967385
2018-06-20,1.478,7521337
2018-06-21,1.441,6174088
2018-06-22,1.466,6509189
2018-06-25,1.455,4237095
2018-06-26,1.485,6668326
2018-06-27,1.466,5151969
2018-06-28,1.462,4661063
2018-06-29,1.524,6748125
2018-07-02,1.503,5619238
2018-07-03,1.52,7937997
2018-07-04,1.486,4815750
2018-07-05,1.452,5326491
2018-07-06,1.464,7653539
2018-07-09,1.504,6562165
2018-07-10,1.516,4653501
2018-07-11,1.488,7056090
2018-07-12,1.54,7735753
2018-07-13,1.542,4694873
2018-07-16,1.542,2917485
2018-07-17,1.543,3780670
2018-07-18,1.532,3985459
2018-07-19,1.514,4423700
2018-07-20,1.535,5010058
2018-07-23,1.54,5166963
2018-07-24,1.549,5658661
2018-07-25,1.551,4603272
2018-07-26,1.534,4186107
2018-07-27,1.518,4462206
2018-07-30,1.484,6278488
2018-07-31,1.489,4244351
2018-08-01,1.471,4470316
2018-08-02,1.44,8127046
2018-08-03,1.414,7348848
2018-08-06,1.374,12019113
2018-08-07,1.412,9234154
2018-08-08,1.381,6866129
2018-08-09,1.426,10025652
2018-08-10,1.437,5700610
2018-08-13,1.458,6646202
2018-08-14,1.446,5205638
2018-08-15,1.409,7090614
2018-08-16,1.396,7833649
2018-08-17,1.369,9120506
2018-08-20,1.367,10168691
2018-08-21,1.387,8547493
2018-08-22,1.375,4488101
2018-08-23,1.388,6059138
2018-08-24,1.382,3896292
2018-08-27,1.426,8237422
2018-08-28,1.423,4082480
2018-08-29,1.411,3866063
2018-08-30,1.389,5144066
2018-08-31,1.369,5614494
2018-09-03,1.375,5836825
2018-09-04,1.385,6740410
2018-09-05,1.363,5131937
2018-09-06,1.355,6994459
2018-09-07,1.36,8612883
2018-09-10,1.327,8350878
2018-09-11,1.332,5717353
2018-09-12,1.32,7147721
2018-09-13,1.326,11026971
2018-09-14,1.304,8119944
2018-09-17,1.288,7135335
2018-09-18,1.312,7905015
2018-09-19,1.324,9878343
2018-09-20,1.32,4455153
2018-09-21,1.343,7684139
2018-09-25,1.338,6901896
2018-09-26,1.352,6767440
2018-09-27,1.333,5222584
2018-09-28,1.346,6125986
2018-10-08,1.289,7211935
2018-10-09,1.283,6414966
2018-10-10,1.282,5679270
2018-10-11,1.196,11133687
2018-10-12,1.206,9926606
2018-10-15,1.19,5747889
2018-10-16,1.16,9493811
2018-10-17,1.174,12516773
2018-10-18,1.153,12504529
2018-10-19,1.189,13971317
2018-10-22,1.26,18083601
2018-10-23,1.231,11243075
2018-10-24,1.226,8668279
2018-10-25,1.216,13471965
2018-10-26,1.203,8200547
2018-10-29,1.192,8231478
2018-10-30,1.204,11584948
2018-10-31,1.216,11360813
2018-11-01,1.227,13943364
2018-11-02,1.291,19396059
2018-11-05,1.287,16786209
2018-11-06,1.286,9355638
2018-11-07,1.282,9105793
2018-11-08,1.265,6608072
2018-11-09,1.26,7016150
2018-11-12,1.305,12015536
2018-11-13,1.326,17618753
2018-11-14,1.32,7536180
2018-11-15,1.336,6782509
2018-11-16,1.332,9070421
2018-11-19,1.325,10071341
2018-11-20,1.291,8702470
2018-11-21,1.294,8239441
2018-11-22,1.285,6435845
2018-11-23,1.248,9056061
2018-11-26,1.244,4407785
2018-11-27,1.253,5130197
2018-11-28,1.277,6534659
2018-11-29,1.247,7268236
2018-11-30,1.264,6616892
2018-12-03,1.31,9303419
2018-12-04,1.315,5345533
2018-12-05,1.315,8071980
2018-12-06,1.28,6601176
2018-12-07,1.275,3692638
2018-12-10,1.264,3880188
2018-12-11,1.277,3810907
2018-12-12,1.276,3795480
2018-12-13,1.286,7083380
2018-12-14,1.248,7862516
2018-12-17,1.24,7428262
2018-12-18,1.232,8349719
2018-12-19,1.209,6413678
2018-12-20,1.219,6235318
2018-12-21,1.213,6384173
2018-12-24,1.226,6913224
2018-12-25,1.217,9326526
2018-12-26,1.211,5538747
2018-12-27,1.192,6453764
2018-12-28,1.194,5159856
2019-01-02,1.178,6001623
2019-01-03,1.164,6784060
2019-01-04,1.195,11840440
2019-01-07,1.214,9797743
2019-01-08,1.211,4699100
2019-01-09,1.21,7370433
2019-01-10,1.207,4244882
2019-01-11,1.209,4306086
2019-01-14,1.195,4237978
2019-01-15,1.216,6724999
2019-01-16,1.214,5897143
2019-01-17,1.198,5906281
2019-01-18,1.216,6400241
2019-01-21,1.222,6604167
2019-01-22,1.201,5686736
2019-01-23,1.197,3329009
2019-01-24,1.211,6844337
2019-01-25,1.214,6223129
2019-01-28,1.208,5485220
2019-01-29,1.192,7620726
2019-01-30,1.183,4562773
2019-01-31,1.178,7476244
2019-02-01,1.221,10385764
2019-02-11,1.264,10998410
2019-02-12,1.278,8424747
2019-02-13,1.301,8785253
2019-02-14,1.304,6180714
2019-02-15,1.302,8317743
2019-02-18,1.357,8628155
2019-02-19,1.346,12181711
2019-02-20,1.348,6955761
2019-02-21,1.355,11258115
2019-02-22,1.406,10082465
2019-02-25,1.492,11322086
2019-02-26,1.479,14183028
2019-02-27,1.458,12474735
2019-02-28,1.47,7997755
2019-03-01,1.5,9410949
2019-03-04,1.556,12376555
2019-03-05,1.615,11460402
2019-03-06,1.635,14250005
2019-03-07,1.621,14107830
2019-03-08,1.584,20087676
2019-03-11,1.658,17024805
2019-03-12,1.696,22814532
2019-03-13,1.618,21688080
2019-03-14,1.583,18379184
2019-03-15,1.589,13198897
2019-03-18,1.634,12114716
2019-03-19,1.633,10383369
2019-03-20,1.613,9696310
2019-03-21,1.627,11691110
2019-03-22,1.621,13073009
2019-03-25,1.598,8377287
2019-03-26,1.556,7830213
2019-03-27,1.568,7526007
2019-03-28,1.556,7559261
2019-03-29,1.624,11876845
2019-04-01,1.694,10597457
2019-04-02,1.682,8842649
2019-04-03,1.7,6623401
2019-04-04,1.701,6827361
2019-04-08,1.665,8547676
2019-04-09,1.667,6527202
2019-04-10,1.654,6106801
2019-04-11,1.619,7245282
2019-04-12,1.624,5892095
2019-04-15,1.596,6596022
2019-04-16,1.629,9685385
2019-04-17,1.642,8676529
2019-04-18,1.629,3841242
2019-04-19,1.645,4125439
2019-04-22,1.624,5265640
2019-04-23,1.61,4356214
2019-04-24,1.646,8088348
2019-04-25,1.598,8327967
2019-04-26,1.589,6398892
2019-04-29,1.549,9148151
2019-04-30,1.553,5226536
2019-05-06,1.424,14214372
2019-05-07,1.438,9885604
2019-05-08,1.419,9481468
2019-05-09,1.409,8748632
2019-05-10,1.465,14321411
2019-05-13,1.441,7567192
2019-05-14,1.431,6841598
2019-05-15,1.462,6691145
2019-05-16,1.468,4649140
2019-05-17,1.416,6313171
2019-05-20,1.407,7550100
2019-05-21,1.43,6138078
2019-05-22,1.427,4603943
2019-05-23,1.392,7384027
2019-05-24,1.384,6699349
2019-05-27,1.428,9692343
2019-05-28,1.432,7628804
2019-05-29,1.432,4738714
2019-05-30,1.422,4886767
2019-05-31,1.425,4686305
2019-06-03,1.411,5187126
2019-06-04,1.4,4956117
2019-06-05,1.393,5331830
2019-06-06,1.363,7860684
2019-06-10,1.376,5239492
2019-06-11,1.43,9700598
2019-06-12,1.412,6898543
2019-06-13,1.422,5511665
2019-06-14,1.397,6190400
2019-06-17,1.39,4243003
2019-06-18,1.4,5047027
2019-06-19,1.417,9636334
2019-06-20,1.442,9263345
2019-06-21,1.473,17858132
2019-06-24,1.46,6482214
2019-06-25,1.442,6872718
2019-06-26,1.448,5238257
2019-06-27,1.469,7072723
2019-06-28,1.457,5867318
2019-07-01,1.511,10139692
2019-07-02,1.511,4672655
2019-07-03,1.488,4424900
2019-07-04,1.476,4592315
2019-07-05,1.492,4127200
2019-07-08,1.45,5890928
2019-07-09,1.462,3937260
2019-07-10,1.456,2845376
2019-07-11,1.458,3230504
2019-07-12,1.465,3135137
2019-07-15,1.489,9985541
2019-07-16,1.489,4182161
2019-07-17,1.492,4401301
2019-07-18,1.47,3488065
2019-07-19,1.486,6410550
2019-07-22,1.461,4944706
2019-07-23,1.481,3961668
2019-07-24,1.498,4515358
2019-07-25,1.506,3899024
2019-07-26,1.506,3513603
2019-07-29,1.509,2813804
2019-07-30,1.522,4907746
2019-07-31,1.512,3849937
2019-08-01,1.516,4069486
2019-08-02,1.501,5367036
2019-08-05,1.473,4401574
2019-08-06,1.451,7338107
2019-08-07,1.447,3691314
2019-08-08,1.468,2961218
2019-08-09,1.45,3209958
2019-08-12,1.486,3188297
2019-08-13,1.47,2760235
2019-08-14,1.477,4427788
2019-08-15,1.498,5458580
2019-08-16,1.512,5520390
2019-08-19,1.568,8078877
2019-08-20,1.553,5533235
2019-08-21,1.549,4321600
2019-08-22,1.554,3956921
2019-08-23,1.555,3747349
2019-08-26,1.54,4701494
2019-08-27,1.567,7877236
2019-08-28,1.565,3786104
2019-08-29,1.558,3319307
2019-08-30,1.549,4498853
2019-09-02,1.592,4827259
2019-09-03,1.595,3522885
2019-09-04,1.607,3824705
2019-09-05,1.627,5320689
2019-09-06,1.631,4064147
2019-09-09,1.67,6398893
2019-09-10,1.661,3870489
2019-09-11,1.638,4100106
2019-09-12,1.646,3018324
2019-09-16,1.65,3765306
2019-09-17,1.618,4812616
2019-09-18,1.617,3566637
2019-09-19,1.642,4658412
2019-09-20,1.638,3669839
2019-09-23,1.62,3751128
2019-09-24,1.629,4424661
2019-09-25,1.611,3200008
2019-09-26,1.561,5311699
2019-09-27,1.587,4290942
2019-09-30,1.57,2764847
2019-10-08,1.556,2594176
2019-10-09,1.561,4016334
2019-10-10,1.604,5988881
2019-10-11,1.606,4350439
2019-10-14,1.617,3385188
2019-10-15,1.597,2197397
2019-10-16,1.592,4147055
2019-10-17,1.595,3136873
2019-10-18,1.589,3674190
2019-10-21,1.585,3705058
